OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,WKHR_CODE,WKHR_RMK,ELEVATION,FREQUENCY,MAGVAR,MAGVAR_DAT,NAV_TYPE,TYPE_CODE,NAVSYS_ID,AWYSTRUC,CHANNEL,STATUS,VOICE,SLAVEVAR,PRIVATE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
696,7DA21DB6-1CC6-4C26-9278-68D56F5D9ACD,NBS,BARKING SANDS PMRF,22.03763639,-158.2148064,H24,,26.4,112.6,10,,4,,E1F33C64-8E9F-46A5-B7FE-8BEAEA44370C,0,073X,1,1,10,0,0,0,0,0,0,1
697,8DF9368C-F877-4A35-A925-15B4FCAF10EA,CKH,KOKO HEAD,21.26511222,-156.2970186,H24,,640,113.9,11,,3,,EC49C4B2-73BC-4376-A188-B2486F356459,0,,1,0,11,0,0,0,0,0,0,1
698,8B9EAB7E-0EA5-49AE-94F6-FB93C177A809,CKH,KOKO HEAD,21.26511222,-156.2970186,H24,,640,113.9,11,,4,,EC49C4B2-73BC-4376-A188-B2486F356459,0,086X,1,0,11,0,0,0,0,0,0,1
699,8306075F-2D8C-43FA-AE86-677788A56D79,LLD,LANAI,20.77244444,-155.0265833,H24,,990,353,11,,1,,254BF1C3-8A83-4547-92F3-5186BF3BBC75,,,1,0,11,0,0,0,0,0,0,1
700,73783BF2-0BC9-4FDC-8AB7-2909938EF847,LNY,LANAI,20.7645,-155.0311111,H24,,1250,117.7,11,,3,,2FB03809-2AFE-4ADC-BAC2-57F4D3110065,0,,1,1,11,0,0,0,0,0,0,1
701,37803D2E-2017-48D8-9D03-921674F5665F,LNY,LANAI,20.7645,-155.0311111,H24,,1250,117.7,11,,4,,2FB03809-2AFE-4ADC-BAC2-57F4D3110065,0,124X,1,1,11,0,0,0,0,0,0,1
702,4725E6E7-22D3-4A1B-92B3-F68FF6B89417,LIH,LIHUE,21.96527778,-158.6618889,H24,,110,113.5,11,,3,,9045A7CA-29A1-41BA-9A58-AD24E357B583,0,,1,1,11,0,0,0,0,0,0,1
703,5BBEE7FE-7800-4238-9E87-310E9528613A,LIH,LIHUE,21.96527778,-158.6618889,H24,,110,113.5,11,,4,,9045A7CA-29A1-41BA-9A58-AD24E357B583,0,082X,1,1,11,0,0,0,0,0,0,1
704,06AE1C8B-6722-47AB-AFA8-E5BC0A534A66,POA,PAHOA,19.54114,-153.0277722,H24,,495,332,11,,1,,ED539414-FC65-484A-98A8-9CFC734F6BCF,,,1,0,11,0,0,0,0,0,0,1
705,8533EEA1-CE7D-412F-816C-F371681F2A30,SOK,SOUTH KAUAI,21.9003925,-158.4711269,H24,,602.2,115.4,11,,3,,8905F79C-781A-41FC-A8CB-8F85C75C8063,0,,1,1,11,0,0,0,0,0,0,1
706,E08D323D-B22A-4A7A-BBC7-8AA7D9124216,SOK,SOUTH KAUAI,21.9003925,-158.4711269,H24,,602.2,115.4,11,,4,,8905F79C-781A-41FC-A8CB-8F85C75C8063,0,101X,1,1,11,0,0,0,0,0,0,1
707,6C981673-DCC2-48BC-80F0-2809092DC0A6,BEX,BLOOMFIELD,40.74502167,-91.56953694,H24,,850,269,2,,1,,09AE8571-3B39-464E-80AD-BB318E10E922,,,1,0,2,0,0,0,1,0,0,0
708,0EB31BE8-A3D6-4F75-8D85-81BFF11421F9,CID,CEDAR RAPIDS,41.887545,-90.21425222,H24,,876.1,114.1,5,,3,,FDA64C02-8E17-453B-82BB-E9BA9A5D6C60,0,,1,0,5,0,0,0,1,1,0,0
709,8E7E6E4F-A589-48CD-B9C4-D29424C70E68,CID,CEDAR RAPIDS,41.887545,-90.21425222,H24,,876.1,114.1,5,,2,,FDA64C02-8E17-453B-82BB-E9BA9A5D6C60,0,088X,1,0,5,0,0,0,1,1,0,0
710,32E30CAF-0419-4F07-9BA1-CD784E0BBA1D,IY,CHUKK,43.13391694,-91.27180861,H24,,1130,417,3,,1,,9A15D1A0-4A89-4787-AB84-01A0EC79DE15,,,1,0,3,0,0,0,1,0,0,0
711,ED3C0259-1C7D-4A40-92DC-FBF417A066FA,CAV,CLARION,42.74550056,-92.23996556,H24,,1154.8,387,3,,1,,CB94D3B3-01D5-4337-8A9C-B54B67C4E9BA,,,1,0,3,0,0,0,1,0,0,0
712,149F325E-1578-4AAB-839F-6D3993C1B10C,CVA,DAVENPORT,41.70854833,-89.51668639,H24,,767,113.8,4,,3,,DC280D7A-20AD-46E5-8F34-0A9134EBB23F,1,,1,0,4,0,0,0,1,0,0,0
713,1A0D91BC-E98F-42D4-B479-55194B959B0E,CVA,DAVENPORT,41.70854833,-89.51668639,H24,,767,113.8,4,,4,,DC280D7A-20AD-46E5-8F34-0A9134EBB23F,1,085X,1,0,4,0,0,0,1,0,0,0
714,76487318-7138-41AC-BE74-CF14E631BBCF,DSM,DES MOINES,41.43762472,-92.35144194,H24,,950.7,117.5,7,,3,,1A85A933-2B3B-44AD-A712-5D74A066FDEB,0,,1,0,7,0,0,0,1,1,0,0
715,622A51D7-4CC2-4887-A802-4595DCED05DB,DSM,DES MOINES,41.43762472,-92.35144194,H24,,950.7,117.5,7,,4,,1A85A933-2B3B-44AD-A712-5D74A066FDEB,0,122X,1,0,7,0,0,0,1,1,0,0
716,CFB222ED-A043-4D41-887A-FF1238E2CED4,DBQ,DUBUQUE,42.40147222,-89.29092583,H24,,1051,115.8,4,,3,,345DAB33-24C4-4214-B62D-FAA0C3668A64,0,,1,0,4,0,0,0,1,1,0,0
717,860CB6E1-2D85-4FF6-A551-C558F07F6C2D,DBQ,DUBUQUE,42.40147222,-89.29092583,H24,,1051,115.8,4,,4,,345DAB33-24C4-4214-B62D-FAA0C3668A64,0,105X,1,0,4,0,0,0,1,1,0,0
718,048A2B27-5D16-490F-BD2F-3C41E357D63E,EGQ,EMMETSBURG,43.10067972,-93.29173222,H24,,1202.6,410,4,,1,,EEADD18E-3FB6-4502-90D5-B1A130DECF07,,,1,0,4,0,0,0,1,0,0,0
719,F427BFA1-2B94-4761-ADE5-08F3A169CD2D,PUF,PUFF,43.35153111,-93.26220583,H24,,1294.9,345,1,,1,,3A70CDF8-C7FA-4D19-8AB9-9E6D2B3686DC,,,1,0,1,0,0,0,1,0,0,0
720,A1FD62B0-34C0-4B31-B706-5224A19EE6D0,TNU,NEWTON,41.78388417,-92.8909675,H24,,988.5,112.5,3,,3,,89F24285-E59F-4E05-9630-E796CFC97BC2,1,,1,0,3,0,0,0,1,0,0,0
721,A1B4794F-73B6-4E22-AB5C-50792F975F06,TNU,NEWTON,41.78388417,-92.8909675,H24,,988.5,112.5,3,,2,,89F24285-E59F-4E05-9630-E796CFC97BC2,1,072X,1,0,3,0,0,0,1,0,0,0
722,DE58CB30-41A4-43FF-B869-2E34B76877EA,OTM,OTTUMWA,41.029115,-91.67410417,H24,,820,111.6,6,,3,,95D2AF68-5C98-470A-8AB7-FD5472B73689,1,,1,0,6,0,0,0,1,0,0,0
723,52A2F9D2-C27D-48B1-BAD4-9E616E625DE5,OTM,OTTUMWA,41.029115,-91.67410417,H24,,820,111.6,6,,2,,95D2AF68-5C98-470A-8AB7-FD5472B73689,1,053X,1,0,6,0,0,0,1,0,0,0
724,115A1FC6-C1C3-4EEA-97A8-36801104B01C,PEA,PELLA,41.40452972,-91.05535528,H24,,877,257,2,,1,,3D5F1AD0-622A-4572-901C-79E36FAF8325,,,1,0,2,0,0,0,1,0,0,0
725,FE4EA237-5CA2-4A3C-972D-AD29338F2F21,POH,POCAHONTAS,42.74638639,-93.350765,H24,,1221.1,428,2,,1,,E9283FAC-6ADB-4C25-B50F-2B67AF2D46E8,,,1,0,2,0,0,0,1,0,0,0
726,9297CCB3-A1CD-49C8-9490-45166DA0F3AB,SU,SALIX,42.32752694,-95.70949778,H24,,1081.1,414,3,,1,,CC6938CC-3E4F-4A00-9B5E-90F6113EAA23,,,1,0,3,0,0,0,1,0,0,0
727,DB21B37C-A2C0-4D61-8286-F300B95FBF6E,COE,COEUR D'ALENE,47.77369722,-115.1794117,H24,,2293,108.8,19,,3,,E9FDF88E-2FA2-40B3-8084-919B9364295E,3,,1,0,19,0,0,0,1,0,0,0
728,68508F55-998A-4D84-A49E-6788ED718913,COE,COEUR D'ALENE,47.77369722,-115.1794117,H24,,2293,108.8,19,,2,,E9FDF88E-2FA2-40B3-8084-919B9364295E,3,025X,1,0,19,0,0,0,1,0,0,0
729,DC8FED2E-DC5C-4A76-9DE6-ADDAC79A8709,DBS,DUBOIS,44.08885333,-111.7906567,H24,,4920,116.9,15,,3,,CA305095-0A92-4D1A-8347-648E79756F95,0,,1,0,15,0,0,0,1,1,0,0
730,EA37B491-6D35-443B-AD74-9C5FBE466145,DBS,DUBOIS,44.08885333,-111.7906567,H24,,4920,116.9,15,,4,,CA305095-0A92-4D1A-8347-648E79756F95,0,116X,1,0,15,0,0,0,1,1,0,0
731,2503C538-A5CD-4C19-B6E0-BC820F2A5FE1,HLE,HAILEY,43.32977889,-113.7563103,H24,,4972.9,220,13,,1,,91DD4396-B4A5-4A97-91DD-2E9057EE00D0,,,1,0,13,0,0,0,1,0,0,0
732,E2072C0B-1FDF-4EA6-9AE1-7B4123DB8E12,HLE,HAILEY,43.32977889,-113.7563103,H24,,4972.9,108.8,13,,2,,91DD4396-B4A5-4A97-91DD-2E9057EE00D0,,025X,1,0,13,0,0,0,1,0,0,0
733,75002BD8-503F-4BF0-B331-318E45B4799D,IDA,IDAHO FALLS,43.519005,-111.9360825,H24,,4723.6,113.85,15,,3,,E5ED5042-0EBE-4A12-B7C5-C5FA31D84B5A,0,,1,0,15,0,0,0,1,1,0,0
734,F75456C3-B534-4A2A-968C-4C84B190EDBA,IDA,IDAHO FALLS,43.519005,-111.9360825,H24,,4723.6,113.85,15,,2,,E5ED5042-0EBE-4A12-B7C5-C5FA31D84B5A,0,85Y,1,0,15,0,0,0,1,1,0,0
735,EAEFA740-7437-4EB4-8329-531EE59407FC,MQG,NEZ PERCE,46.38155778,-115.1304897,H24,,1734.2,108.2,20,,3,,DAD04B84-727E-47A1-B92F-D31DE8F09133,1,,1,0,20,0,0,0,1,0,0,0
736,32559FA6-4DF9-42E1-A5C7-00AE4E1FE184,MQG,NEZ PERCE,46.38155778,-115.1304897,H24,,1734.2,108.2,20,,2,,DAD04B84-727E-47A1-B92F-D31DE8F09133,1,019X,1,0,20,0,0,0,1,0,0,0
737,0F60D5B0-2D93-4A45-9A9F-CD3C7CEE2C15,MLD,MALAD CITY,42.19990028,-111.548765,H24,,7330,117.4,17,,3,,E50C7950-6502-438D-A3D2-51F747F5EFBA,0,,1,0,17,0,0,0,1,1,0,0
738,3B1941EA-CF70-4856-B615-9991EC573D1E,MLD,MALAD CITY,42.19990028,-111.548765,H24,,7330,117.4,17,,2,,E50C7950-6502-438D-A3D2-51F747F5EFBA,0,121X,1,0,17,0,0,0,1,1,0,0
739,14BA0460-7A8F-4C9D-9E49-112FCC87F9D5,DNJ,DONNELLY,44.7670975,-115.7937225,H24,,7332.9,116.2,19,,3,,5BDC3708-AD3E-4FCD-A2B4-EA9F61E9FE18,0,,1,0,19,0,0,0,1,1,0,0
740,E6336EA9-4A48-4595-A2FD-64CD465A96A3,DNJ,DONNELLY,44.7670975,-115.7937225,H24,,7332.9,116.2,19,,2,,5BDC3708-AD3E-4FCD-A2B4-EA9F61E9FE18,0,109X,1,0,19,0,0,0,1,1,0,0
741,BE5D0EBD-3973-4F9C-8509-FDCB7B389C29,LIA,LIBERATOR,42.98267278,-114.2257481,H24,,2990,114.9,18,,3,,375E79BE-4313-4D33-911C-F614D44CC629,1,,1,0,18,0,0,0,1,0,0,0
742,E945D9B6-C69C-4E43-B99F-0360557F13A9,MUO,MOUNTAIN HOME,43.04049083,-114.1253989,H24,,2999,114,13,,4,,F2EC2650-409E-42CF-8C99-52881AF10FD4,1,087X,1,1,13,0,0,0,1,0,0,0
743,6B8426E1-7904-40B3-BC15-EEAA0F2CE1D4,MLP,MULLAN PASS,47.45690306,-114.353955,H24,,6100,117.8,15,,3,,E6797D0E-4266-45C0-9B13-CDC34F5F1FE2,0,,1,0,15,0,0,0,1,1,0,0
744,C9EC44E1-61FA-44BF-96FC-A2F6429A06EA,MLP,MULLAN PASS,47.45690306,-114.353955,H24,,6100,117.8,15,,2,,E6797D0E-4266-45C0-9B13-CDC34F5F1FE2,0,125X,1,0,15,0,0,0,1,1,0,0
745,996DE7ED-10F7-4607-9FC1-AFE8079EA82E,PIH,POCATELLO,42.87038417,-111.3477647,H24,,4433.4,112.6,17,,3,,DF9363D5-0FB2-41C9-8F50-520DE85EC02B,0,,1,0,17,0,0,0,1,1,0,0
746,3161B970-1E20-444C-AC9B-FBF9589DE297,PIH,POCATELLO,42.87038417,-111.3477647,H24,,4433.4,112.6,17,,2,,DF9363D5-0FB2-41C9-8F50-520DE85EC02B,0,073X,1,0,17,0,0,0,1,1,0,0
747,01257285-7EFE-4FB6-8C74-2C77B3B5E05F,LKT,SALMON,45.02131167,-113.9157633,H24,,9260,113.5,13,,3,,C677D8A2-B032-4E6A-8E7C-14E82451A592,0,,1,0,13,0,0,0,1,1,0,0
748,0B6FD93C-A0B4-46C4-9D90-61CA37D316D1,LKT,SALMON,45.02131167,-113.9157633,H24,,9260,113.5,13,,2,,C677D8A2-B032-4E6A-8E7C-14E82451A592,0,082X,1,0,13,0,0,0,1,1,0,0
749,B88C5AFB-47A8-4FA0-AB9D-B51B6FFA0FF2,SZT,SANDPOE,48.29064028,-115.4367878,H24,,2131,264,14,,1,,A16D0177-EB90-465A-AFE1-04F44B080543,,,1,0,14,0,0,0,1,0,0,0
750,710C0C20-1293-4EEC-8B00-A8A106FC0E91,TWF,TWIN FALLS,42.47985667,-113.5105461,H24,,4140,115.8,18,,3,,1074C0D3-598D-4237-B276-7C056E9AADAC,2,,1,0,18,0,0,0,1,1,0,0
751,285FBE9D-54DC-4840-A0FC-39559F5F2769,TWF,TWIN FALLS,42.47985667,-113.5105461,H24,,4140,115.8,18,,4,,1074C0D3-598D-4237-B276-7C056E9AADAC,2,105X,1,0,18,0,0,0,1,1,0,0
752,CC9C3EEC-0C71-4C70-A258-8FCF1433D0E5,CVM,CIVIC MEMORIAL,38.8922925,-89.94371611,H24,,537.9,263,-1,,1,,67E9EF3A-64D1-4F7A-B8A7-0CC8245D7106,,,1,0,-1,0,0,0,0,0,1,0
753,D5317E2F-CA80-4195-850C-25633C223142,SKE,SCOTT,38.54536194,-88.14835361,H24,,439.7,112.2,-2,,4,,682C631A-7E54-4D96-BF6C-CDF610F4D2E5,3,059X,1,1,-2,0,0,0,1,0,1,0
754,9875CCE8-0FD4-41F7-8361-F2765349D60E,BIB,BIBLE GROVE,38.92034528,-87.51819528,H24,,534.6,109,3,,3,,3BC274A8-8A32-4E99-909D-4532475B0A98,2,,1,1,3,0,0,0,1,1,0,0
755,1691F7B8-8EB2-46F8-A39A-524FAE5A5C14,BIB,BIBLE GROVE,38.92034528,-87.51819528,H24,,534.6,109,3,,4,,3BC274A8-8A32-4E99-909D-4532475B0A98,2,027X,1,1,3,0,0,0,1,1,0,0
756,3A276450-4A33-4B05-B8A9-78ED3EB4B38C,BMI,BLOOMINGTON,40.48080472,-87.06873361,H24,,882,108.2,3,,3,,1EE0668F-575E-43D5-8482-7EFF6D848A89,1,,1,0,3,0,0,0,1,0,0,0
757,5FAC0B10-E0E4-4589-8611-47CA8DFD23F7,BMI,BLOOMINGTON,40.48080472,-87.06873361,H24,,882,108.2,3,,2,,1EE0668F-575E-43D5-8482-7EFF6D848A89,1,019X,1,0,3,0,0,0,1,0,0,0
758,057DC5B0-F3D3-45E4-8D3B-32982D3AC7AD,BDF,BRADFORD,41.15973139,-88.41212694,H24,,810,114.7,0,,3,,072FAD6E-6156-485F-9D4E-405B3E741A6D,0,,1,0,0,0,0,0,1,1,0,0
759,FEF45D2F-6EFD-4394-85CB-A5332AD76604,BDF,BRADFORD,41.15973139,-88.41212694,H24,,810,114.7,0,,4,,072FAD6E-6156-485F-9D4E-405B3E741A6D,0,094X,1,0,0,0,0,0,1,1,0,0
760,913A4A46-A84E-41B7-BB76-994492D4B233,CIR,CAIRO,37.06109861,-88.77682167,H24,,316.4,397,,,1,,C4704BB3-55DD-46B2-999E-9713972BF426,,,1,0,,0,0,0,1,0,0,0
761,5B1F5596-63C1-4F2D-A127-488603E4AE1B,ENL,CENTRALIA,38.41999861,-88.84100222,H24,,546,115,4,,3,,88D35276-9612-4965-9CB7-56A8A3198433,0,,1,1,4,0,0,0,1,1,0,0
762,58CE44ED-1038-4E29-9ECA-DA10E83734CD,ENL,CENTRALIA,38.41999861,-88.84100222,H24,,546,115,4,,4,,88D35276-9612-4965-9CB7-56A8A3198433,0,097X,1,1,4,0,0,0,1,1,0,0
763,81D106D4-1B1E-409F-B489-11B029CCBB12,CMI,CHAMPAIGN,40.03452861,-87.72393972,H24,,745,110,3,,3,,E083BEE6-7776-4487-B2BB-C8DC914F285F,1,,1,1,3,0,0,0,1,0,0,0
764,B90854E5-83C8-4A9C-A00F-94FCD0ECF05F,CMI,CHAMPAIGN,40.03452861,-87.72393972,H24,,745,110,3,,4,,E083BEE6-7776-4487-B2BB-C8DC914F285F,1,037X,1,1,3,0,0,0,1,0,0,0
765,8737ECB3-9E38-413D-8D06-C3B43B1C58C0,CGT,CHICAGO HEIGHTS,41.51000667,-86.42845389,H24,,633.6,114.2,2,,3,,26826A45-DC26-43AC-B579-F1771B97C77A,1,,1,0,2,0,0,0,1,0,1,0
766,41FD2CDD-7FD8-4266-BE9E-BD8D9AF52C86,CGT,CHICAGO HEIGHTS,41.51000667,-86.42845389,H24,,633.6,114.2,2,,4,,26826A45-DC26-43AC-B579-F1771B97C77A,1,089X,1,0,2,0,0,0,1,0,1,0
767,EE963331-CAC3-4107-87F3-0E3CC29F8B11,RFD,ROCKFORD,42.22557778,-88.80072778,H24,,867.8,110.8,1,,3,,0A11D54C-A9D5-447E-85C2-F9659CC039D5,1,,1,0,1,0,0,0,1,0,0,0
768,304A9E86-3A59-4D21-8D9C-E5EB7EBE9C91,RFD,ROCKFORD,42.22557778,-88.80072778,H24,,867.8,110.8,1,,2,,0A11D54C-A9D5-447E-85C2-F9659CC039D5,1,045X,1,0,1,0,0,0,1,0,0,0
769,CC6EBCAB-6FBA-4CB1-A99F-2A4F5F91A88B,DPA,DUPAGE,41.89037139,-87.6498225,H24,,801.6,108.4,2,,3,,70F4E696-26EA-494E-BFF5-5B234C3FE303,1,,1,0,2,0,0,0,1,0,1,0
770,51CA12D6-E25C-471D-85CB-FEF1984E345F,DPA,DUPAGE,41.89037139,-87.6498225,H24,,801.6,108.4,2,,2,,70F4E696-26EA-494E-BFF5-5B234C3FE303,1,021X,1,0,2,0,0,0,1,0,1,0
771,A802DE04-D8FE-46C8-BD37-A568393F5ACC,DNV,DANVILLE,40.29376639,-86.44273972,H24,,698.8,111,2,,3,,38A53464-D6B6-4DD8-A1F9-522728CE42D0,2,,1,0,2,0,0,0,1,1,0,0
772,5322A112-C3F2-4696-9891-55A44D528499,DNV,DANVILLE,40.29376639,-86.44273972,H24,,698.8,111,2,,4,,38A53464-D6B6-4DD8-A1F9-522728CE42D0,2,047X,1,0,2,0,0,0,1,1,0,0
773,6568EE55-2713-4BFF-A5E7-C9FC1823202C,AXC,ADDERS,39.73752139,-87.14356861,H24,,707.5,117.2,3,,3,,A5FC55C6-7359-4E34-8EA1-2EB374F11152,0,,1,1,3,0,0,0,1,1,0,0
774,CBE14227-0530-4243-B06B-00795C3BB2D4,AXC,ADDERS,39.73752139,-87.14356861,H24,,707.5,117.2,3,,4,,A5FC55C6-7359-4E34-8EA1-2EB374F11152,0,119X,1,1,3,0,0,0,1,1,0,0
775,727505D0-B291-4DEA-AA4D-EAD6898D6BD9,FWC,WAYNE COUNTY,38.38017639,-87.59065111,H24,,415,257,-1,,1,,A2841706-591A-4A21-A94E-09027569A0B4,,,1,0,-1,0,0,0,1,0,0,0
776,E1353BEB-EF3C-4AF9-A788-D532CCC555B8,GBG,GALESBURG,40.93734333,-89.56553639,H24,,760,109.8,3,,3,,87A68C97-1F7D-40FD-AAA2-9319D8015302,3,,1,0,3,0,0,0,1,0,0,0
777,4EE9D7BF-8748-47EB-93C7-9E4717F54E75,GBG,GALESBURG,40.93734333,-89.56553639,H24,,760,109.8,3,,2,,87A68C97-1F7D-40FD-AAA2-9319D8015302,3,035X,1,0,3,0,0,0,1,0,0,0
778,2E26BE45-24CC-4DD9-B1E2-746FCBD2A350,IKK,KANKAKEE,41.07437861,-86.14983667,H24,,617.9,111.6,,,3,,5A5BF88E-2DD7-4868-AA1F-D8FA78B64C23,1,,1,0,,0,0,0,1,0,0,0
779,995D6202-6800-4716-8BA1-E546E2A6C985,IKK,KANKAKEE,41.07437861,-86.14983667,H24,,617.9,111.6,,,2,,5A5BF88E-2DD7-4868-AA1F-D8FA78B64C23,1,053X,1,0,,0,0,0,1,0,0,0
780,7D71F4C5-E54B-4C35-960C-45DDF37C700E,AAA,ABRAHAM,40.16011667,-88.66198444,H24,,590.8,329,,,1,,1BF21179-D13D-484F-B611-8A7FA243230C,,,1,0,,0,0,0,1,0,0,0
781,3FBBEF7F-B420-47A0-B8A1-EC2B58BB6689,FOD,FORT DODGE,42.611125,-93.70518389,H24,,1163.9,113.5,7,,3,,03BD0F41-8552-4736-BAA3-8E18648BB13F,0,,1,0,7,0,0,0,1,1,0,0
782,C9496E7E-A2D2-48DD-9BDC-6E55FB4EFCB6,FOD,FORT DODGE,42.611125,-93.70518389,H24,,1163.9,113.5,7,,4,,03BD0F41-8552-4736-BAA3-8E18648BB13F,0,082X,1,0,7,0,0,0,1,1,0,0
783,7D85419B-B8B0-45B2-8490-4429D8616BAE,IIB,WAPSIE,42.453485,-90.04957667,H24,,965.6,206,0,,1,,7CA0997F-ABDC-4B51-8FE5-DA7FF6F35A8D,,,1,0,0,0,0,0,1,0,0,0
784,42A3B751-E7D7-4C71-B737-67A6145561D8,EFW,JEFFERSON,42.01346028,-93.65731583,H24,,1034,391,3,,1,,8F4979C8-F36E-4670-A236-1D092F661212,,,1,0,3,0,0,0,1,0,0,0
785,DF470FF2-58FE-4E4B-ADF7-5AF052070C6F,EOK,KEOKUK,40.46469444,-90.56641667,H24,,670,366,2,,1,,DC344AEE-FE80-479A-A128-309EE35D37CE,,,1,0,2,0,0,0,1,0,0,0
786,7AAF81BA-3459-48FD-A291-425F3A0F8CAB,JWJ,ELMWOOD,42.11129306,-91.09125389,H24,,978.5,109.4,1,,3,,B714433C-1EA4-40BD-AD8C-5D32E8E9A1BF,1,,1,0,1,0,0,0,1,0,0,0
787,DA3D07C6-9190-4FB1-8480-291218D91D83,JWJ,ELMWOOD,42.11129306,-91.09125389,H24,,978.5,109.4,1,,2,,B714433C-1EA4-40BD-AD8C-5D32E8E9A1BF,1,031X,1,0,1,0,0,0,1,0,0,0
788,B599A126-D752-41DD-B0E0-00126BB35C94,OVR,OMAHA,41.16716694,-94.26314667,H24,,1300,116.3,8,,3,,1B5AA85B-60BE-4733-B617-652B41CBB76B,0,,1,1,8,0,0,0,1,1,0,0
789,17034A80-29CD-43CC-9EF4-967F6E2C7F75,OVR,OMAHA,41.16716694,-94.26314667,H24,,1300,116.3,8,,4,,1B5AA85B-60BE-4733-B617-652B41CBB76B,0,110X,1,1,8,0,0,0,1,1,0,0
790,29419DAB-75F7-484D-85FF-BC1831076054,SUX,SIOUX CITY,42.34451556,-95.67635583,H24,,1086.6,116.5,9,,3,,2DD8ED7E-F7F7-4192-800A-97FE52BF0184,1,,1,0,9,0,0,0,1,0,0,0
791,D8630145-2FAA-44FD-B580-5D41E2B02569,SUX,SIOUX CITY,42.34451556,-95.67635583,H24,,1086.6,116.5,9,,4,,2DD8ED7E-F7F7-4192-800A-97FE52BF0184,1,112X,1,0,9,0,0,0,1,0,0,0
792,0AD74025-9312-4955-986F-ECECE3BA58F7,SPW,SPENCER,43.16217861,-94.79900889,H24,,1334.9,110,5,,3,,BBE2B996-31F7-4CDF-9757-EC45474A3E99,1,,1,0,5,0,0,0,1,0,0,0
793,01FF3F1A-4011-4587-957E-8D765742EBEF,SPW,SPENCER,43.16217861,-94.79900889,H24,,1334.9,110,5,,2,,BBE2B996-31F7-4CDF-9757-EC45474A3E99,1,037X,1,0,5,0,0,0,1,0,0,0
794,8D112E55-EC7E-4296-9C54-C192ABCA48A0,EBS,WEBSTER CITY,42.44126667,-92.13074167,H24,,1106.6,323,3,,1,,52358922-EEFB-40BB-92E9-3299A2DD4F0A,,,1,0,3,0,0,0,1,0,0,0
795,CB12C3C0-F164-4D53-B7B7-AC273E44D991,BOI,BOISE,43.55281139,-115.8078744,H24,,2877.1,113.3,17,,3,,8895552A-4AD6-4E14-82E6-1E016F1C220D,2,,1,0,17,0,0,0,1,1,0,0
796,2E15A94A-E74D-4EC4-9D44-97AD348D09C5,BOI,BOISE,43.55281139,-115.8078744,H24,,2877.1,113.3,17,,4,,8895552A-4AD6-4E14-82E6-1E016F1C220D,2,080X,1,0,17,0,0,0,1,1,0,0
797,D894CBA8-302F-4DC8-969B-ADCFDA96B3F8,BYI,BURLEY,42.58023944,-112.1341425,H24,,4225.6,114.1,18,,3,,3D85959E-4CF3-41A6-8623-DDF8CCEB4DA1,2,,1,0,18,0,0,0,1,1,0,0
798,64A930DE-E41F-45D3-B4C8-1E1A1A087B61,BYI,BURLEY,42.58023944,-112.1341425,H24,,4225.6,114.1,18,,2,,3D85959E-4CF3-41A6-8623-DDF8CCEB4DA1,2,088X,1,0,18,0,0,0,1,1,0,0
799,335AD8D9-DD8A-409A-8140-1E42476E3672,LEV,LEEVILLE,29.17522944,-89.89598083,H24,,2,113.5,2,,3,,9EA4E986-D29D-481D-AFA9-68ED13BF959D,0,,1,1,2,0,0,0,1,1,0,0
800,B3D62221-1883-4DA2-8801-65C5A9AAFDBA,LEV,LEEVILLE,29.17522944,-89.89598083,H24,,2,113.5,2,,4,,9EA4E986-D29D-481D-AFA9-68ED13BF959D,0,082X,1,1,2,0,0,0,1,1,0,0
801,B0CC097A-0CF7-4A26-B8DB-05AF14FC88A8,HMU,HAMMOND,30.51941667,-89.5825,H24,,40,109.6,,,3,,701E44FF-B1E6-4623-8188-C93851114964,3,,1,0,,0,0,0,1,0,0,0
802,6A9CBF03-17ED-4CAC-9B97-875F6FC1E55F,LFT,LAFAYETTE,30.19381444,-90.00742861,H24,,35.8,109.8,3,,3,,9108953F-C14C-411E-90BF-1CFB9CF3668F,2,,1,0,3,0,0,0,1,1,0,0
803,E510B4DA-D3ED-43CA-82A0-DD5F6CB6BDD1,LFT,LAFAYETTE,30.19381444,-90.00742861,H24,,35.8,109.8,3,,4,,9108953F-C14C-411E-90BF-1CFB9CF3668F,2,035X,1,0,3,0,0,0,1,1,0,0
804,65736379-5EF6-475E-AF41-DF6CCD019C73,LCH,LAKE CHARLES,30.14151361,-92.89443083,H24,,20,113.4,7,,3,,8FBC5D9E-44B1-48D0-923A-B201087C42D7,0,,1,0,7,0,0,0,1,1,0,0
805,E956FAA3-5F55-44CA-9760-5885ED65523E,LCH,LAKE CHARLES,30.14151361,-92.89443083,H24,,20,113.4,7,,4,,8FBC5D9E-44B1-48D0-923A-B201087C42D7,0,081X,1,0,7,0,0,0,1,1,0,0
806,E1A891A2-DF1E-42AE-852E-4E397B6425C4,MLU,MONROE,32.51688306,-91.96399167,H24,,76,117.2,3,,3,,BC63827E-094A-4E03-979B-B73C61A7EB34,1,,1,0,3,0,0,0,1,0,0,0
