OBJECTID,GLOBAL_ID,IDENT,NAME,LATITUDE,LONGITUDE,WKHR_CODE,WKHR_RMK,ELEVATION,FREQUENCY,MAGVAR,MAGVAR_DAT,NAV_TYPE,TYPE_CODE,NAVSYS_ID,AWYSTRUC,CHANNEL,STATUS,VOICE,SLAVEVAR,PRIVATE,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC
114,6B6AD4FD-1333-421B-A9CD-54C24BDBF068,OME,NOME,64.48510889,-164.7468264,H24,,95.1,115,11,,2,,9CD814AF-01DF-4164-8561-DF26D29AA052,0,097X,1,0,11,0,1,1,0,0,0,0
115,C258DEEA-76B2-4D0F-8532-D887E22CFE4F,AES,NABESNA,62.94927,-140.0902186,H24,,1715,390,20,,1,,8A82A1BB-6E10-474C-817B-E744F2C3F39B,,,1,0,20,0,1,0,0,0,0,0
116,01679FA3-C990-4BEB-B4D8-54E729B257B1,ORT,NORTHWAY,62.94719944,-140.0873919,H24,,1778.8,116.3,24,,3,,51BB4253-B450-4790-8AC3-809DFB5EAE15,0,,1,0,24,0,1,1,0,0,0,0
117,FCB3BBE5-1C7C-4EF3-A1F4-DCFB0B12FE96,ORT,NORTHWAY,62.94719944,-140.0873919,H24,,1778.8,116.3,24,,4,,51BB4253-B450-4790-8AC3-809DFB5EAE15,0,110X,1,0,24,0,1,1,0,0,0,0
118,18436A47-72FE-4904-8073-49D09784E9D8,UQS,NUIQSUT VILLAGE,70.21217583,-150.9991686,H24,,38,241,19,,1,,746E51F1-C6CD-454C-9FEC-AD65AA058EC1,,,1,0,19,0,1,0,0,0,0,0
119,09F601B4-EA45-4F2C-8971-8E536413E823,PHO,POINT HOPE,68.34463083,-165.2017758,H24,,14,221,11,,1,,C1FD7BB3-A387-4E1C-B26D-9BDB5257E78B,,,1,0,11,0,1,1,0,0,0,0
120,B741F420-3E2C-453E-8CFE-5C7C9B6211FB,PIZ,POINT LAY,69.73647833,-161.0037061,H24,,14,362,15,,1,,964686E8-0860-4257-9CA4-1BB3814E20B7,,,1,0,15,0,1,0,0,0,0,0
121,5FAA1E9F-2869-4B07-B06D-03C3DD663671,PDN,PORT HEIDEN,56.95428333,-157.3524333,H24,,56,371,16,,1,,B07C07A2-0FEB-475D-A506-A2EFC6027C8B,,,1,0,16,0,1,1,0,0,0,0
122,E46FFDCA-6E19-401E-A423-FA6641185018,PDN,PORT HEIDEN,56.95428333,-157.3524333,H24,,56,109.5,16,,2,,B07C07A2-0FEB-475D-A506-A2EFC6027C8B,,032X,1,0,16,0,1,1,0,0,0,0
123,52AF5B6B-D2A0-4448-B98B-97F902E6A960,HBT,BORLAND,55.31566639,-159.4816058,H24,,130.2,390,11,,1,,2CF38FFA-54DE-4192-AC2A-9F1A7C3266DA,,,1,0,11,0,1,1,0,0,0,0
124,B170B7A9-50C0-41F7-A11E-2167CE2E4806,HBT,BORLAND,55.31566639,-159.4816058,H24,,130.2,113.2,11,,2,,2CF38FFA-54DE-4192-AC2A-9F1A7C3266DA,,079X,1,0,11,0,1,1,0,0,0,0
125,9AABB44C-7816-405F-846C-F449FAEC1735,ULL,KUKULIAK,63.69232972,-169.5300969,H24,,42.1,117.3,10,,3,,16165105-F8F9-4D14-B567-D928AFA189E3,0,,1,0,10,0,1,1,0,0,0,0
126,9CA12602-678A-4088-BEC3-216AD724131A,ULL,KUKULIAK,63.69232972,-169.5300969,H24,,42.1,117.3,10,,2,,16165105-F8F9-4D14-B567-D928AFA189E3,0,120X,1,0,10,0,1,1,0,0,0,0
127,CE523DAA-9D25-41A7-8B6B-9962A8968710,WLK,SELAWIK,66.59947611,-158.0091717,H24,,11,114.2,16,,3,,81A4FCD9-FEC6-42CC-9DA5-FD1B3EEE4185,0,,1,0,16,0,1,1,0,0,0,0
128,400E4DCF-801F-488C-8BEB-969FC3151402,WLK,SELAWIK,66.59947611,-158.0091717,H24,,11,114.2,16,,2,,81A4FCD9-FEC6-42CC-9DA5-FD1B3EEE4185,0,089X,1,0,16,0,1,1,0,0,0,0
129,50C103B6-275C-4EC6-B1F0-B41997707EAB,SYA,SHEMYA,52.72199722,174.0602861,H24,,60,403,3,,1,,B0531D74-B35A-49EB-B85A-91EDCB001FB9,,,0,0,3,0,1,1,0,0,0,0
130,E9312347-382C-4B8D-97AA-1ECB2899F872,SYA,SHEMYA,52.71827222,174.0620833,H24,,67.2,109,3,,3,,79809634-7588-40D9-B43B-81BDD63980B2,0,,1,0,3,0,1,1,0,0,0,0
131,0A06FAB4-C7BD-405A-B7B8-882D5AEC025C,SYA,SHEMYA,52.71827222,174.0620833,H24,,67.2,109,3,,4,,79809634-7588-40D9-B43B-81BDD63980B2,0,027X,1,0,3,0,1,1,0,0,0,0
132,BCA108FA-698F-4B9C-A367-5781CC13F996,SHH,SHISHMAREF,66.25808528,-165.9476111,H24,,13.5,365,11,,1,,9652A004-09C2-473C-8B33-12E994D33A27,,,1,0,11,0,1,0,0,0,0,0
133,748FE9FA-A13C-4C0E-A16F-F4CB38E14C26,EEF,ELEPHANT,58.17096639,-134.7420825,H24,,22,391,20,,1,,71AB3047-78C7-4A67-825B-CFFE58AB4895,,,1,0,20,0,1,1,0,0,0,0
134,E6AAE42A-F599-4E35-A945-5B57011DFCCA,SSR,SISTERS ISLAND,58.17766111,-134.7411375,H24,,40,114,20,,3,,81EA9846-B4B5-4F8F-B6AD-D1AC7B5D84E4,0,,1,0,20,0,1,1,0,0,0,0
135,8E3A55B2-E167-4126-AC17-ED444DA2F57A,SSR,SISTERS ISLAND,58.17766111,-134.7411375,H24,,40,114,20,,4,,81EA9846-B4B5-4F8F-B6AD-D1AC7B5D84E4,0,087X,1,0,20,0,1,1,0,0,0,0
136,FD3EF4CA-B261-4175-835B-1D6ABE726760,BKA,BIORKA ISLAND,56.85940944,-134.4486878,H24,,260,113.8,20,,3,,4113B17F-A07B-4891-B5CF-EE317D31A7C5,0,,1,0,20,0,1,1,0,0,0,0
137,BA2CC2F1-9A96-4BF7-97BB-F8DB8C0F49C9,BKA,BIORKA ISLAND,56.85940944,-134.4486878,H24,,260,113.8,20,,4,,4113B17F-A07B-4891-B5CF-EE317D31A7C5,0,085X,1,0,20,0,1,1,0,0,0,0
138,3D546D50-9FA2-4F2C-94D0-1F4ED7852A59,IME,MOUNT EDGECUMBE,57.04734778,-134.6342036,H24,,19.2,414,20,,1,,C7CE557D-4671-4FB2-AF34-C52929F9957A,,,1,0,20,0,1,0,0,0,0,0
139,CE1D8E68-6824-4BE9-8A59-59AED4F58BA6,SIT,SITKA,56.85461972,-134.4656469,H24,,195,358,20,,1,,2708F209-5575-4CC6-925A-056466582747,2,,1,0,20,0,1,1,0,0,0,0
140,3D10A7C1-B989-484A-90E0-76D5B1750A84,OLT,SOLDOTNA,60.47485,-149.1212367,H24,,237.4,346,15,,1,,B33C5759-6287-4AA6-85BB-EBC8CF32E53A,,,1,0,15,0,1,0,0,0,0,0
141,4D98EC58-0D88-4BD4-9655-2EC2C48D45D8,OLT,SOLDOTNA,60.47485,-149.1212367,H24,,237.4,115.9,15,,2,,B33C5759-6287-4AA6-85BB-EBC8CF32E53A,,106X,1,0,15,0,1,0,0,0,0,0
142,2F64CEDC-45D7-4CF0-9226-A134E7826D2A,CRN,CAIRN MOUNTAIN,61.10175,-154.4313528,H24,,1737,281,15,,1,,1AE07F93-1FD2-4443-9A66-D458A1CB0EE4,,,1,0,15,0,1,0,0,0,0,0
143,5A3F5183-E181-48B5-B29A-32B5D8015BCC,SQA,SPARREVOHN,61.09857972,-154.3654206,H24,,2501,117.2,18,,3,,77927D5D-F7D4-49D2-B61D-A0BB6EFFD069,0,,1,0,18,0,1,1,0,0,0,0
144,9AFE6161-5878-4419-BDBA-4783F19F7C41,SQA,SPARREVOHN,61.09857972,-154.3654206,H24,,2501,117.2,18,,2,,77927D5D-F7D4-49D2-B61D-A0BB6EFFD069,0,119X,1,0,18,0,1,1,0,0,0,0
145,F3BF8436-73DC-41B7-B578-0E67E633C35D,SRI,PRIBILOF,56.57190639,-168.3524386,H24,,95.2,399,7,,1,,B6FC8D1C-4C60-4B51-9C04-632F217BF76E,,,1,0,7,0,1,0,0,0,0,0
146,76F6E054-EAB0-40BC-86E2-03C5825719DE,SRI,PRIBILOF,56.57190639,-168.3524386,H24,,95.2,114.9,7,,2,,B6FC8D1C-4C60-4B51-9C04-632F217BF76E,,096X,1,0,7,0,1,0,0,0,0,0
147,8C2D7F93-92CC-4320-8241-1282ADD361F9,SMA,ST MARYS,62.05938611,-162.7181056,H24,,342.6,230,12,,1,,AF7DC5BA-594D-4BA9-A531-80B2E7080EE4,,,1,0,12,0,1,1,0,0,0,0
148,2052FF92-B491-4596-B096-855C7BAC08B3,SPY,ST PAUL ISLAND,57.15699917,-169.7670081,H24,,31.4,314,10,,1,,8A7388D1-8B2C-42DB-82F5-CBDFF89AD168,,,1,0,10,0,1,1,0,0,0,0
149,41AB3F52-9068-4EFF-9334-764B82E98E58,SPY,ST PAUL ISLAND,57.15699917,-169.7670081,H24,,31.4,109.9,10,,2,,8A7388D1-8B2C-42DB-82F5-CBDFF89AD168,,036X,1,0,10,0,1,1,0,0,0,0
150,16FA0910-4A67-4723-9A90-494F6E368198,PEE,PETERS CREEK,62.33104194,-149.9035903,H24,,357.5,305,16,,1,,A6017136-79F4-4E9A-B494-4DA6268A4F7D,,,1,0,16,0,1,0,0,0,0,0
151,C03170FD-A3A4-4670-9168-99A5FA24FD45,TKA,TALKEETNA,62.29837806,-149.89475,H24,,568.1,116.2,19,,3,,F2F4F3FF-84F3-400E-A4F5-1A6527D59DFE,0,,1,0,19,0,1,1,0,0,0,0
152,416B1E7F-AEA2-4858-A1A3-10BD0F3E0907,TKA,TALKEETNA,62.29837806,-149.89475,H24,,568.1,116.2,19,,2,,F2F4F3FF-84F3-400E-A4F5-1A6527D59DFE,0,109X,1,0,19,0,1,1,0,0,0,0
153,3C35D81A-A3E3-4EA7-A980-D6BB6B2FD32F,BCC,BEAR CREEK,65.17388278,-151.7940758,H24,,345.9,212,19,,1,,62763B54-4228-450E-8AE8-65AC5435FAF3,,,1,0,19,0,1,0,0,0,0,0
154,C4E073F1-2914-470B-80D9-84EE548C901E,TAL,TANANA,65.17712472,-151.8224508,H24,,393.6,116.6,19,,3,,D91E7725-3F7E-47A5-B635-FE69F7E212EA,0,,1,0,19,0,1,1,0,0,0,0
155,ADFDBD7C-3C13-4758-8B0F-EB573D53471F,TAL,TANANA,65.17712472,-151.8224508,H24,,393.6,116.6,19,,2,,D91E7725-3F7E-47A5-B635-FE69F7E212EA,0,113X,1,0,19,0,1,1,0,0,0,0
156,FD1A6191-266D-4278-BE06-B14A8BCD47BA,TNC,TIN CITY,65.56173056,-166.0751972,H24,,248,347,10,,1,,0006753A-3111-4E86-8C3D-1224450ED7BE,,,1,0,10,0,1,0,0,0,0,0
157,C9775240-1E26-4A15-BC76-D224B0EEFCE5,TNC,TIN CITY,65.56173056,-166.0751972,H24,,248,117.25,10,,2,,0006753A-3111-4E86-8C3D-1224450ED7BE,,119Y,1,0,10,0,1,0,0,0,0,0
158,F42647C1-0BB1-4A37-82B1-438E3A176ED8,TOG,TOGIAK,59.06387528,-159.6243328,H24,,10.8,393,11,,1,,BC1FCA54-9CC3-4EA0-9E6A-7BA6D1A34394,,,1,0,11,0,1,0,0,0,0,0
159,89EE7386-E168-4126-944A-E78D20DDA0EF,TOG,TOGIAK,59.06387528,-159.6243328,H24,,10.8,116.7,11,,2,,BC1FCA54-9CC3-4EA0-9E6A-7BA6D1A34394,,114X,1,0,11,0,1,0,0,0,0,0
160,3EE82FA9-7EA5-4360-BA0A-B671C383C893,JNR,NORTH RIVER,63.90771056,-159.1880919,H24,,14.3,382,11,,1,,9448560F-B7D8-4CEB-8E75-28E566D58F46,,,1,0,11,0,1,0,0,0,0,0
161,215550DF-DE58-443D-8E91-8064C0E551A6,UNK,UNALAKLEET,63.89194028,-159.3157256,H24,,436.1,116.9,15,,3,,851C56AF-FE1E-4939-88FC-F7CC545C0E7B,0,,1,0,15,0,1,1,0,0,0,0
162,59E751A0-4607-42B5-B3FD-C43857566788,UNK,UNALAKLEET,63.89194028,-159.3157256,H24,,436.1,116.9,15,,2,,851C56AF-FE1E-4939-88FC-F7CC545C0E7B,0,116X,1,0,15,0,1,1,0,0,0,0
163,247B6627-3A77-4729-B190-22C3D96B301E,DUT,DUTCH HARBOR,53.90514611,-165.4521322,H24,,271.7,283,9,,1,,ACE61491-F2DC-4D96-B632-4B8061542ABA,,,1,0,9,0,1,1,0,0,0,0
164,1471D017-2430-4501-8B89-600C3AAA785B,DUT,DUTCH HARBOR,53.90514611,-165.4521322,H24,,271.7,113.9,9,,2,,ACE61491-F2DC-4D96-B632-4B8061542ABA,,086X,1,0,9,0,1,1,0,0,0,0
165,58E472E6-AB05-4613-9B8F-CD05BD6212E4,UTO,UTOPIA CREEK,65.99516139,-152.3062406,H24,,983,272,17,,1,,69D61204-B109-4C20-9DFB-A04FFBACD2E7,,,1,0,17,0,1,0,0,0,0,0
166,865884FB-F704-457D-B1A8-FA01BB9854EC,UTO,UTOPIA CREEK,65.99516139,-152.3062406,H24,,983,108.55,17,,2,,69D61204-B109-4C20-9DFB-A04FFBACD2E7,,22Y,1,0,17,0,1,0,0,0,0,0
167,72AE22FA-8935-4B41-8A2C-3FE48EBAB57F,MNL,MINERAL CREEK,61.12422778,-145.6477786,H24,,16,524,19,,1,,D93FF909-9E09-422B-8A56-338E8525BBDE,,,1,0,19,0,1,0,0,0,0,0
168,8FBD3458-25E0-4A5C-A7DE-45164FFF8987,UKK,WAINWRIGHT VILLAGE,70.63760806,-159.9905961,H24,,38.4,338,12,,1,,4E960999-9A73-4E60-AA0B-3814889097F9,,,1,0,12,0,1,0,0,0,0,0
169,46ED2D2C-CFE1-4D51-A6E3-E99B1F222BA6,CYT,YAKATAGA,60.08617944,-141.5112369,H24,,12,209,19,,1,,F4771E46-2C15-440D-BB22-CF7B0121B224,,,1,0,19,0,1,0,0,0,0,0
170,7D33CB06-8F58-43AE-BBD0-F1658A9583C7,OCC,OCEAN CAPE,59.54363917,-138.2718294,H24,,,385,20,,1,,4E033592-8082-41A4-9283-CCF5925F9F85,,,1,0,20,0,1,0,0,0,0,0
171,42088315-9B8C-4256-AF44-8346CFE82ED0,YAK,YAKUTAT,59.51083111,-138.3518728,H24,,41.3,113.3,20,,3,,2E2D1C3F-C7C0-4E0D-9AAC-8E6EA7BEBC3E,0,,1,0,20,0,1,1,0,0,0,0
172,F981454E-2181-44B7-B3F2-6D579EFF0513,YAK,YAKUTAT,59.51083111,-138.3518728,H24,,41.3,113.3,20,,2,,2E2D1C3F-C7C0-4E0D-9AAC-8E6EA7BEBC3E,0,80X,1,0,20,0,1,1,0,0,0,0
173,05B91059-7C1F-4CA0-9955-B231EC7FEB05,JUY,JUDD,31.30509361,-85.60910528,H24,,312.9,264,-2,,1,,A9286E88-8685-4F15-A216-080B5846D874,,,1,0,-2,0,0,0,1,0,0,0
174,178094A1-7B65-4C87-B814-D20E2A5EC159,BH,MCDEN,33.51152333,-85.15440806,H24,,569,224,-3,,1,,313148D1-78A2-420E-8FE0-4DA5EA989BF1,,,1,0,-3,0,0,0,1,0,0,0
175,0D45A5C6-1875-485D-8C9C-3329952C4D9E,VUZ,VULCAN,33.67013222,-85.10016278,H24,,743,114.4,2,,3,,7D0C1A71-32FF-48B8-A29D-24F412D2B69C,0,,1,1,2,0,0,0,1,1,0,0
176,20EC140F-818D-4B33-880F-0018F7FFADF0,VUZ,VULCAN,33.67013222,-85.10016278,H24,,743,114.4,2,,4,,7D0C1A71-32FF-48B8-A29D-24F412D2B69C,0,091X,1,1,2,0,0,0,1,1,0,0
177,38987CBF-FFD7-417B-B2EF-0FEC3E78B13F,OKW,BROOKWOOD,33.23786389,-86.75013472,H24,,654.7,111,0,,3,,B982FF92-F4CB-40E9-A653-E49EDA107F5F,1,,1,0,0,0,0,0,1,0,0,0
178,9BE4F987-417C-495F-AACB-19CC1EFF64E2,OKW,BROOKWOOD,33.23786389,-86.75013472,H24,,654.7,111,0,,4,,B982FF92-F4CB-40E9-A653-E49EDA107F5F,1,047X,1,0,0,0,0,0,1,0,0,0
179,72A3FA3F-3381-4363-9124-087CF32C6D0A,DCU,DECATUR,34.64831583,-85.06047389,H24,,590.1,112.8,-1,,3,,DDDC0D29-3444-4754-A3AC-F2398CEBAD26,1,,1,0,-1,0,0,0,1,0,0,0
180,7485626D-E9FD-4CDA-8ECC-6F6195DE3C70,DCU,DECATUR,34.64831583,-85.06047389,H24,,590.1,112.8,-1,,2,,DDDC0D29-3444-4754-A3AC-F2398CEBAD26,1,075X,1,0,-1,0,0,0,1,0,0,0
181,F83382B2-124E-4517-8B27-B759D238F853,RRS,WIREGRASS,31.28458722,-84.56879028,H24,,344.8,111.6,2,,3,,523937D1-97DA-4C69-929D-B1EF1E6F0DA7,1,,1,0,2,0,0,0,1,0,0,0
182,AA99311F-564B-42DF-861B-A5D595713C51,RRS,WIREGRASS,31.28458722,-84.56879028,H24,,344.8,111.6,2,,4,,523937D1-97DA-4C69-929D-B1EF1E6F0DA7,1,053X,1,0,2,0,0,0,1,0,0,0
183,203A0F4C-2088-4469-A6DE-A9FCDF75E07F,BVG,BOLL WEEVIL,31.33939167,-84.01805833,H24,,374,352,-3,,1,,AB7A819B-8B41-4EC2-ADC4-43D26F43CFF5,,,1,0,-3,0,0,0,1,0,0,0
184,0560FE4C-D735-43FF-92BC-0466BA9929B6,EDN,ENTERPRISE,31.29637444,-84.09726944,H24,,378.6,116.6,-3,,3,,38A7A532-ECB0-4A57-B073-733C86CBB0ED,3,,1,0,-3,0,0,0,1,0,0,0
185,103FFFAE-7C92-4889-92F3-9E32BE56D15C,EUF,EUFAULA,31.95025083,-84.86952056,H24,,283.7,109.2,2,,3,,85DB042A-1223-4EEB-9214-DE038FD68B35,1,,1,0,2,0,0,0,1,0,0,0
186,AB4C4512-C5EF-4C5F-995D-51FAAB5DACDF,EUF,EUFAULA,31.95025083,-84.86952056,H24,,283.7,109.2,2,,4,,85DB042A-1223-4EEB-9214-DE038FD68B35,1,029X,1,0,2,0,0,0,1,0,0,0
187,D67F82F7-51FD-45DE-BEDA-8872B87D093C,FTP,FORT PAYNE,34.52112722,-84.32667528,H24,,900,426,-4,,1,,83D57921-750C-434F-9651-57E26D4A8A8F,,,1,0,-4,0,0,0,1,0,0,0
188,85C85FEA-F722-4F34-8832-058BA4BB65BB,HEY,HANCHEY,31.37413472,-84.34722083,H24,,385.9,110.6,-3,,3,,21A8A58B-633F-44D7-83F2-DB392DEE0968,3,,1,0,-3,0,0,0,1,0,0,0
189,4C255838-916C-4ABA-85B2-7E533BFC2A6E,LOR,LOWE,31.36158306,-84.25652833,H24,,314.5,269,-3,,1,,88C19494-EBF4-4678-9393-CFAD8DFB80FA,,,1,0,-3,0,0,0,1,0,0,0
190,A13DD455-9696-4CD8-842E-22A6DE396E7C,HYE,HANCHEY,31.37606722,-84.34621833,H24,,410.7,221,-3,,1,,966FDE9D-FEBC-4041-98E5-A53DB20C3F05,,,1,0,-3,0,0,0,1,0,0,0
191,D60F52F6-C0C9-497F-AED7-0F2208A0652E,OZ,RUCKR,31.22560806,-84.18416417,H24,,325.6,212,-3,,1,,7EDD6E07-8F2F-4AEB-AC57-BA0B7D552171,,,1,0,-3,0,0,0,1,0,0,0
192,7705B595-DF51-45FA-B59F-673066F860FE,OZR,CAIRNS,31.26894861,-84.2736875,H24,,333.4,111.2,-3,,3,,30D86D0B-5F75-4991-A2D8-5E6ACD0A46DD,1,,1,0,-3,0,0,0,1,0,0,0
193,B87A859E-0866-484F-9DC6-4448B29D6330,OZR,CAIRNS,31.26894861,-84.2736875,H24,,333.4,111.2,-3,,2,,30D86D0B-5F75-4991-A2D8-5E6ACD0A46DD,1,049X,1,0,-3,0,0,0,1,0,0,0
194,2AAB1503-AE52-46EF-84ED-FDF3604CFE30,GAD,GADSDEN,33.97640306,-85.91644306,H24,,560,112.3,2,,3,,6B30D678-7623-4E0B-9356-3569ACB1D333,2,,1,1,2,0,0,0,1,1,0,0
195,35D6EC70-07A3-4CBE-B402-F662D4B9FEED,GAD,GADSDEN,33.97640306,-85.91644306,H24,,560,112.3,2,,2,,6B30D678-7623-4E0B-9356-3569ACB1D333,2,070X,1,1,2,0,0,0,1,1,0,0
196,BE8D79DA-7507-4B88-8C2A-41455C60A0D6,HAB,HAMILTON,34.19876972,-87.98838167,H24,,802,110.4,2,,3,,9F6E7DA6-CB73-405F-BF71-27BF76670B64,1,,1,0,2,0,0,0,1,0,0,0
197,C91DE526-AF5F-4A29-B2F8-E164E3E37AB0,HAB,HAMILTON,34.19876972,-87.98838167,H24,,802,110.4,2,,4,,9F6E7DA6-CB73-405F-BF71-27BF76670B64,1,041X,1,0,2,0,0,0,1,0,0,0
198,0706C2F1-FED5-4EE4-B73A-4E3893892C33,RQZ,ROCKET,34.79723917,-85.36615333,H24,,1198.3,112.2,2,,3,,71EE1937-7608-47F4-AEB9-8A6E709C121A,1,,1,0,2,0,0,0,1,0,0,0
199,73FFD76D-E31C-4FA1-9DEB-B788182B6DD6,RQZ,ROCKET,34.79723917,-85.36615333,H24,,1198.3,112.2,2,,4,,71EE1937-7608-47F4-AEB9-8A6E709C121A,1,059X,1,0,2,0,0,0,1,0,0,0
200,03BC5718-A29E-4990-9F2C-A5AC7F3FC50E,BFM,BROOKLEY,30.6127225,-87.94450528,H24,,30,112.8,4,,3,,030117EF-3B65-47C2-AFB8-2A4CD13AF3D5,1,,1,0,4,0,0,0,1,1,0,0
201,BFA99664-E84A-4E74-9BB5-9E45DDF62CF2,BFM,BROOKLEY,30.6127225,-87.94450528,H24,,30,112.8,4,,4,,030117EF-3B65-47C2-AFB8-2A4CD13AF3D5,1,075X,1,0,4,0,0,0,1,1,0,0
202,735286EE-76EE-4FA2-88F1-03FDEE8EB78B,SJI,SEMMES,30.72598,-87.64070611,H24,,190,115.3,5,,3,,4BC50DD0-9AF0-4CB1-B029-D09936F4A1D1,0,,1,0,5,0,0,0,1,1,0,0
203,06968B9A-00B8-4F9E-B54A-165558081BFF,SJI,SEMMES,30.72598,-87.64070611,H24,,190,115.3,5,,4,,4BC50DD0-9AF0-4CB1-B029-D09936F4A1D1,0,100X,1,0,5,0,0,0,1,1,0,0
204,84076C20-669B-4666-91AC-3454842A2DA8,MOB,WISLE,30.76062667,-87.69678028,H24,,210,248,-1,,1,,CED168D0-8ED1-45AA-AC5A-17B7544115D4,,,1,0,-1,0,0,0,1,0,0,0
205,B83C9AEF-0969-4D1A-BF19-3322BAFB9855,MVC,MONROEVILLE,31.45932556,-86.64746194,H24,,419.8,116.8,4,,3,,4B228ECB-BFCD-4AAD-824B-8CA26D98A8A7,1,,1,0,4,0,0,0,1,0,0,0
206,9F412780-BBB9-4740-A726-484C3EB38DB3,MVC,MONROEVILLE,31.45932556,-86.64746194,H24,,419.8,116.8,4,,4,,4B228ECB-BFCD-4AAD-824B-8CA26D98A8A7,1,115X,1,0,4,0,0,0,1,0,0,0
207,3087022B-FC79-46A5-8635-3343261E06B0,MG,MARRA,32.31161528,-85.48936556,H24,,239.6,245,-1,,1,,6DF00935-A93F-4A80-BFB6-59F347A2D4CB,,,1,0,-1,0,0,0,1,0,0,0
208,D812428F-BE67-44C5-A711-EA35A73C1FD7,MXF,MAXWELL,32.37936667,-85.63164444,H24,,157.4,115,-2,,4,,91550A79-2DE5-4B8E-B2AD-6D37982A32F6,1,097X,1,1,-2,0,0,0,1,0,0,0
209,0AC3757D-FD98-4A59-92EE-56AAFBC36BB0,MGM,MONTGOMERY,32.22228167,-85.68027278,H24,,271,112.1,3,,3,,84116C7B-7271-4B94-961D-2B7DB107318D,0,,1,1,3,0,0,0,1,1,0,0
210,461771F7-33FA-4639-A117-77464D7ADDBB,MGM,MONTGOMERY,32.22228167,-85.68027278,H24,,271,112.1,3,,4,,84116C7B-7271-4B94-961D-2B7DB107318D,0,058X,1,1,3,0,0,0,1,1,0,0
211,3B1F53FE-A9E6-4279-9E40-172279699FFA,MSL,MUSCLE SHOALS,34.70686861,-86.50848278,H24,,583.4,116.5,1,,3,,51339914-452F-4855-A71C-61D8D2783A94,1,,1,0,1,0,0,0,1,0,0,0
212,4F01327E-9580-49E8-BC68-FB8E4F639614,MSL,MUSCLE SHOALS,34.70686861,-86.50848278,H24,,583.4,116.5,1,,4,,51339914-452F-4855-A71C-61D8D2783A94,1,112X,1,0,1,0,0,0,1,0,0,0
213,0DED8D49-8F9E-4C35-BA91-3969613CD128,SE,POLLK,32.26982444,-85.07245,H24,,234.6,344,-3,,1,,E9C9A8A6-E7E8-45E8-9E91-5AC2103F273C,,,1,0,-3,0,0,0,1,0,0,0
214,32962E40-BF07-4B73-BFA1-BAE17C89F590,TDG,TALLADEGA,33.57515194,-85.95731444,H24,,531,108.8,2,,3,,C86F08F7-F7EF-4119-8EA5-BFCF8C6751A2,1,,1,0,2,0,0,0,1,0,0,0
215,72F209C8-1DCE-4C96-95F1-3B1AB151B9BE,TDG,TALLADEGA,33.57515194,-85.95731444,H24,,531,108.8,2,,2,,C86F08F7-F7EF-4119-8EA5-BFCF8C6751A2,1,025X,1,0,2,0,0,0,1,0,0,0
216,35D6DBC8-12BA-437A-8776-7FB697D005DA,LDK,CRIMSON,33.25886111,-86.46311111,H24,,370,117.8,3,,3,,101D7015-47CC-4870-BC56-FDF4C98A9F9F,1,,1,0,3,0,0,0,1,1,0,0
217,C2EE7905-2ED4-4C61-ADAC-944E3EB7C9A9,LDK,CRIMSON,33.25886111,-86.46311111,H24,,370,117.8,3,,4,,101D7015-47CC-4870-BC56-FDF4C98A9F9F,1,125X,1,0,3,0,0,0,1,1,0,0
218,FC8D8B72-2FB0-4B61-A7BA-ECD6BEDAF84F,TGE,TUSKEGEE,32.48486806,-84.33068139,H24,,488.1,117.3,2,,3,,6889F5DF-14C3-4B47-B37A-2F45235F028F,1,,1,0,2,0,0,0,1,0,0,0
219,506FED7C-EEB5-4D68-8DF1-4FF6703B285C,TGE,TUSKEGEE,32.48486806,-84.33068139,H24,,488.1,117.3,2,,2,,6889F5DF-14C3-4B47-B37A-2F45235F028F,1,120X,1,0,2,0,0,0,1,0,0,0
220,808F1A59-EADD-4B7F-A299-BB1D4F550D15,RZC,RAZORBACK,36.24642667,-93.87860944,H24,,1331.8,116.4,4,,3,,11019D7C-AE11-45DB-80D2-94B12011703F,0,,1,0,4,0,0,0,1,1,0,0
221,148420D6-F6FF-42C8-8366-4E0F1ED2EB51,RZC,RAZORBACK,36.24642667,-93.87860944,H24,,1331.8,116.4,4,,4,,11019D7C-AE11-45DB-80D2-94B12011703F,0,111X,1,0,4,0,0,0,1,1,0,0
222,F892708F-80B5-4637-A157-4FAA98C37332,FSM,FORT SMITH,35.38841722,-93.72847472,H24,,430.3,110.4,7,,3,,DEE831C5-9FFB-406F-8F06-D0DB5BA5A09A,2,,1,0,7,0,0,0,1,1,0,0
223,C96B12CA-BBA8-4A4B-A6FC-E6519938469D,FSM,FORT SMITH,35.38841722,-93.72847472,H24,,430.3,110.4,7,,4,,DEE831C5-9FFB-406F-8F06-D0DB5BA5A09A,2,041X,1,0,7,0,0,0,1,1,0,0
224,CC23751D-BEDB-4E84-AB7F-5387ACD510DD,GQE,GILMORE,35.34702972,-89.52184111,H24,,211,113,4,,3,,91741B25-B0D0-496D-BE5D-49C551369571,2,,1,0,4,0,0,0,1,1,0,0
225,6AFFC5E8-5EBB-40C8-A043-B0CB9E7919C2,GQE,GILMORE,35.34702972,-89.52184111,H24,,211,113,4,,2,,91741B25-B0D0-496D-BE5D-49C551369571,2,077X,1,0,4,0,0,0,1,1,0,0
