OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE,LIGHTACTV,LIGHTINTNS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
3866,8F782B02-4738-4C23-A0B6-1BD379ED6440,ACBCE791-8C24-43C3-BADF-3156059623BB,H1,40,40,FT,CONC,3,OTHER,0,0,0,0,0,0,1.32490640680771e-08,0.000460879999991448
3867,CB5E341E-7599-4A32-8015-9298916B109E,4913338F-6622-44DE-89BF-E32750262F54,09/27,5076,100,FT,ASPH,2,LIM,0,0,1,1,0,0,4.20216292695841e-06,0.0310919477221985
3868,22A27703-FF39-47F1-A368-F0756B3A782C,36CD552F-BC2F-4EEC-83BF-401464DDDDFC,10/28,2700,300,FT,ASPH,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3869,F116DC18-9ED5-4A9A-940E-3B464AE7B75A,ACAAC5FF-13FA-46AE-B114-A3A911911010,H1,20,20,FT,CONC,2,OTHER,0,0,0,0,0,0,3.42060957336798e-09,0.000234400000067581
3870,43C9039D-7583-43D7-9F35-DC28B82C08FE,DAD276B8-37E0-423C-B1A2-C2BD5583CAAE,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.36733433464542e-08,0.000468612000076973
3871,D6084DD4-DDEC-43D4-9C87-8F095CB1AE24,56D74325-0ABC-4BF3-8206-C18B2EEEDF13,ALL/WAY,4500,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3872,F3033CA7-D06D-4C2C-B486-66C1CD00A679,612114A9-77F2-43B8-9D42-A6E692E821C2,H1,25,25,FT,CONC,,,0,0,0,0,0,0,5.34191713086329e-09,0.000292908000005809
3873,2482DA58-053B-403A-871A-251C27394A37,77D1765A-AD67-4436-AE54-6E3A2961F656,H1,19,19,FT,CONC,,,0,0,0,0,0,0,3.084096533712e-09,0.000222568000026513
3874,64E3ABA6-84B9-4B19-BB25-53C3F06C3878,B6D998F6-E456-4A40-AEEE-FD972DC7C2A6,H1,20,20,FT,WOOD,,,0,0,0,0,0,0,3.41879058396444e-09,0.000234324000075503
3875,1F729891-F9CD-495B-82BA-77BE18A8DB12,886F6B66-7E28-4110-93B3-54C7E98613B1,15W/33W,3000,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3876,80624AF2-D826-4C1A-BEB0-1E12BB9B296F,4F1790FB-8581-4D42-B45A-906DF5CF1288,15/33,1900,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3877,314DB55E-0CC5-46EF-84CE-39289A7595A1,6C9EBC2E-D9F4-4F1C-B4FC-631DAC99344D,H1,30,30,FT,CONC,0,OTHER,0,0,0,0,0,0,7.69432517699897e-09,0.000351519999981065
3878,89499A82-39F0-4EC3-A548-BA7B67FF8C0F,7638BC11-7CC2-499B-A268-AF9F47D30FD1,H1,25,25,FT,CONC,,,0,0,0,0,0,0,5.34282662556507e-09,0.000292931999979373
3879,B0CCDC72-3D55-4E10-AE3E-562840608713,2F3CD274-663A-4DFA-A43A-1429C480535A,05/23,3175,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3880,42CB602F-A238-4C8D-861B-8155AD78450D,E6721559-D510-42AA-AE2B-CA39F45D2652,07/25,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3881,73075D22-27C3-4F26-8EB3-6B2FE8400065,5137E4AF-8843-4D61-A5C7-16A894A8384A,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.39229996420909e-08,0.0004731520000405
3882,CF07ADDA-3C3E-4299-9ED4-D08B6DBE6710,697B2413-0C27-403F-98FE-A2668114C5FC,14/32,2412,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3883,11E0AFBE-1196-4CD3-8EF9-E8C6F30E60A3,2BA573FE-0D5E-4161-808C-65BFF60AA38F,ALL/WAY,7000,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3884,959A66BD-685B-4FE4-B473-54F6037B6C8A,89A9F82C-1601-4EBC-877B-16E60B117486,H1,20,20,FT,CONC,0,OTHER,0,0,0,0,0,0,3.41151462635025e-09,0.000234038000030523
3885,3EA14972-4DF4-4591-BD9A-12D7655DBE3D,E5FA60E5-98E3-4F97-8362-50AFCB240039,H1,60,60,FT,ASPH,,,0,0,0,0,0,0,3.06854417431168e-08,0.000701939999999013
3886,270FB1C7-29BA-411F-9826-1C7052B3C348,0FC9C424-7A01-435B-BA5F-369D0346A40F,18/36,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3887,9AD7665B-6FD9-465C-9A83-A57BD1A75D66,B7BE53EC-D357-4298-8582-232B78D03FD4,15/33,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3888,748E06AA-F153-4B29-B436-D629B476165C,A61CDF50-309F-4759-ACFA-86A9B68CD110,05/23,5005,150,FT,ASPH,2,LIH,0,0,1,1,0,0,6.39803965896135e-06,0.0301963006808176
3889,78DAF818-F023-40A3-9C9A-FFEC78769FB6,A61CDF50-309F-4759-ACFA-86A9B68CD110,09/27,8499,150,FT,ASPH,2,LIH,0,0,1,1,0,0,1.08650090169249e-05,0.0534958581836998
3890,F42A747D-2B5A-43C8-A133-8551B659B62B,E933CD22-33AF-4888-A25A-9518E1DB7CA4,E/W,4000,300,FT,GRAVE,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3891,3F24F2EF-0873-4A9A-BE52-10F30CFF0C99,F7BEE197-B58D-4E9F-A1B9-C0E32B048F8E,18/36,2500,300,FT,GRASS,3,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3892,A2355A08-29AE-4B48-8E40-2C15A326AD6F,99590C68-E63F-45BF-ACEA-75F6FA2C1A2D,E/W,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3893,F05CDD60-2DA6-40BC-8555-477E1DCF9672,53CE0F9A-2BAD-406F-96F2-DC64CC2A3BDD,18/36,4800,300,FT,ASPH,2,LIM,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3894,2A148942-4805-4F37-9948-819734488C20,FF2CFC72-C72D-4453-8F3E-81B63B5AE552,09/27,3000,300,FT,GRASS,2,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3895,E494E6E0-1C55-4474-BEC2-8B6418FDF883,74E0E3A7-D871-47A7-B7C2-20AC0C8E4BFD,09/27,3400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3896,F7946994-FF74-428F-BD64-694DBE36BD08,1D875A52-2CE2-416C-9FA3-FC0F0121C32B,03/21,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3897,FD135816-447B-4CB8-8352-94F68D76D01A,F4944BCD-9B35-4690-BB8E-3327995E4AA0,H1,41,40,FT,CONC,,,0,0,0,0,0,0,1.38925315695815e-08,0.00047193000000334
3898,046BAB23-D238-464E-9407-BD58DAFDB3F0,D46B3BD7-20A3-486D-8BDB-F4EC224D9801,06/24,3999,100,FT,ASPH,2,LIM,0,0,1,0,0,0,3.40506403517793e-06,0.0246471545798007
3899,300CA1CF-B038-4668-ADAA-32064D7E393E,87A54AB7-1C35-4A0F-BF70-B7A2DE6E59C6,H1,30,30,FT,CONC,3,OTHER,0,0,0,0,0,0,7.83984432928264e-09,0.000355067999862513
3900,C5A7BC7A-F36E-4F93-856A-523FE6BA95EB,6AA502E2-96EE-4009-97BF-4F7AD7425EEC,07/25,4005,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.61674040302751e-06,0.0253950987558138
3901,E11F3578-3B58-4C6E-96AF-6C92286A6CB1,ED9AF120-09FB-43D3-A507-765B866EA4D9,10/28,2163,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3902,302004A5-AA18-4364-BEF1-C88EE79A1248,853A7F49-6612-4DB5-A384-264937626A77,02/20,2750,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3903,EBB9177A-9BF1-483B-A9BB-C13B8E7F9D4C,74715829-DEE0-4F05-81EE-24B528FF0EBF,18/36,2750,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3904,C0A24A4C-2EDB-4965-BD89-A9BB1AF1153E,E54D4FAE-0B37-498D-9ABA-92E4AB74EBC6,01/19,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3905,EB50A98A-70C2-432B-8185-132534FF21DC,13DE5C72-C879-4E92-BE4F-949FDC02A9A4,02/20,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3906,84DB4CB6-758F-400E-A866-BA24498196E7,1DEF37F3-F514-46EB-A0A4-E7C7070095C1,18/36,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3907,1480944F-D929-4641-8B58-1AD8564C72AA,391C2164-8597-463D-BACF-9B97E3586CB6,11/29,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3908,A5310BFF-6921-4364-A38A-F0E81B7F6CAD,D22F4D88-E9CB-4A61-8032-C410CF683B0F,18/36,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3909,A3AB05D1-2B32-410F-B8C5-BC00B9EE04B4,28DAC02A-8E0D-4064-856D-49EFFB9BD968,H1,50,50,FT,CONC,,,0,0,0,0,0,0,2.10607140616048e-08,0.000581331999910617
3910,E4B7E217-9AAF-486F-A657-0CB457819CB1,1FF1784D-BC08-474C-8601-84B53DFC1835,H1,40,40,FT,GRASS,3,OTHER,0,0,0,0,0,0,1.36587914312258e-08,0.000468343999955323
3911,3C4905F9-C1BD-4348-9D2D-68D3B03F72E9,2F870153-C744-4163-A525-5B0C5F71F0C6,H1,45,45,FT,CONC,0,OTHER,0,0,0,0,0,0,1.7279035091633e-08,0.000526760000070681
3912,B4555F2E-DBDB-4177-9089-897B3198EF69,10F4506A-ADF3-4174-9A3F-DE3185E28C52,03/21,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3913,EF193B7A-DD26-4F5F-BD57-AC51375D9092,AE650837-11DB-4344-AFCA-01FAD08AB6B5,18/36,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3914,24F6199D-D12C-445C-B014-B2AF51F06B92,F0250116-14B5-482D-9B41-39769466D31E,01/19,2560,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3915,7AE6F295-87C1-41A8-BC3C-B1B514C63CF9,FE87B832-D9CE-4539-B21F-BA0CAAFEF2B8,09/27,2668,300,FT,GRASS,2,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3916,89B39242-6522-4991-8295-866F6E8B1A7B,FE87B832-D9CE-4539-B21F-BA0CAAFEF2B8,18/36,3375,300,FT,GRASS,2,LIM,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3917,292DA1CA-9E3D-406F-A634-EC83165E8905,19D89328-FAEB-42EB-8C21-5AC6B1A99186,09/27,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3918,5E1ED736-A423-45DE-B81D-D4A567560FCC,FC4D2D53-19B8-44DA-9EA8-6DDED359906A,18/36,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3919,0BB5C126-05E5-48E5-8CCF-4393D653766C,3DBF4CDF-FCD7-4459-9213-D0A8BE52AF23,18/36,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3920,47A315B5-8765-4CD4-B0C1-58A02F81EFB9,533193CB-E828-40B5-85AD-5959A73E1542,18/36,4400,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3921,A5169686-30E9-44B7-86A4-81ABA2A892E8,61099541-1892-4ED7-8FD6-967AA60FCB5C,05/23,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3922,2AD1D0B2-41CA-4CFD-85A2-F55D3EB5FA5F,3ACDEDBD-58E6-4FFF-A8A4-C7CAB20B3299,09L/27R,6000,150,FT,ASPH,2,LIM,0,0,1,1,0,0,7.67743790675013e-06,0.0380324968605398
3923,64ACF9D4-FB82-4D40-B400-AA15272C5041,3ACDEDBD-58E6-4FFF-A8A4-C7CAB20B3299,09R/27L,10181,150,FT,ASPH,2,LIH,0,0,1,1,0,0,1.3027331306148e-05,0.0639597307145043
3924,EFF924CB-F269-4BE1-A60B-6C0B7ED18BF8,36BF53E8-F467-4BF7-8187-FB383440D9C0,09/27,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3925,7C9C248B-2A1B-4A32-A70C-505ABB4BE5A7,77A03ED1-2316-4915-A4C6-272C33D4B066,H1,80,70,FT,CONC,2,OTHER,0,0,0,0,0,0,4.77671164844651e-08,0.000874245999966661
3926,56751FAE-A486-41AD-AF55-DBF970DD85FE,250D16F3-39C0-4D48-862A-32350FC784C8,H1,25,10,FT,CONC,,,0,0,0,0,0,0,2.13503881241195e-09,0.00019961600003171
3927,E635E993-6C5F-4BED-BAC8-26833BD7D950,097083FD-E7CE-4525-9001-21BE34055A47,H1,48,48,FT,CONC,0,OTHER,0,0,0,0,0,0,1.96828295884188e-08,0.000562215000005985
3928,9C53E21E-99AC-4002-928F-18280637E7E3,0985F762-79AC-44C9-9373-067F051CF974,H1,44,44,FT,CONC,2,OTHER,0,0,0,0,0,0,1.65346136782318e-08,0.000515292999925389
3929,F968AEA1-C888-483B-8874-79C64B00DAFE,4FE7B095-30F4-4DF1-8E1C-FE73931D8F5A,11/29,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3930,1B62E4BE-8733-4E0A-AC68-489083550CD5,CB0C0D1D-E62F-4665-8664-4595978FB54E,05/23,4600,300,FT,ASP+GRS,3,LIL,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3931,E8A92541-E0EA-4177-8B03-320B424C678F,F82FE4D1-02C9-45F2-A86E-0A2E13F455E7,11/29,3601,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.30918703891803e-06,0.0225400570634043
3932,41F4658F-FCAE-4CC1-9D4F-507C027EF7C5,7BF42A4B-ABFD-4C1E-B16F-D9541B72DE57,18/36,1350,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3933,42E4D260-D339-458D-94FB-534C4867CC08,DC903768-59AD-4F2B-9118-70DC30F79385,12W/30W,14000,200,FT,WATER,,,0,0,0,0,0,0,2.34123151585663e-05,0.0847863436069152
3934,EAEFF2C1-4AA6-4FDE-B2BF-3F965613FBB0,DC903768-59AD-4F2B-9118-70DC30F79385,H1,50,50,FT,CONC,,,0,0,0,0,0,0,2.09015524887946e-08,0.000579014000095412
3935,3F74C74D-D4D7-48C5-967E-DB985E26CAB0,9913A7CC-6898-4BA2-B8C3-2B00A28DAF46,H1,75,75,FT,ASPH,3,OTHER,0,0,0,0,0,0,4.69917722512037e-08,0.000868157000129635
3936,7DF50998-AAA4-478B-B874-7119180058EE,A0D86D00-7114-4291-8E09-7A1E3662FBBE,H1,60,60,FT,CONC,,,0,0,0,0,0,0,3.00942701869644e-08,0.000694760000101269
3937,0397FFA7-DBEC-45F8-8E4A-4E3CB8F6F7C1,9B4328B7-7E5B-4681-A02E-AED99DC143C4,H1,20,20,FT,CONC,,,0,0,0,0,0,0,3.34421201841906e-09,0.000231603999964136
3938,2F1BF678-BB52-4A60-913E-DF40E00D8387,A92B713B-53E2-487C-A770-16A90FEA0F92,H1,65,65,FT,CONC,0,OTHER,0,0,0,0,0,0,3.53124960383866e-08,0.000752579999925729
3939,6603CCE7-8151-4064-B8BE-CBCC8F4E62F9,64A23D61-60BD-4897-936E-98DD676BBF7B,H1,60,54,FT,CONC,,OTHER,0,0,0,0,0,0,2.70792952505872e-08,0.00065823399996285
3940,23D1CAC0-1DD9-407C-A635-0DFF21842902,64A23D61-60BD-4897-936E-98DD676BBF7B,H2,60,54,FT,CONC,,,0,0,0,0,0,0,2.70792952505872e-08,0.00065823399996285
3941,151E25F3-68E2-4AC1-B483-5363B81A2FB9,63B14F95-AC09-41EB-8FCE-83D1E5AEA9C9,H1,60,60,FT,CONC,,,0,0,0,0,0,0,3.00947249343153e-08,0.000694768000016666
3942,5261A710-3826-4428-8C89-55CAB1F85242,A0D37CD5-DAA9-4B92-BF90-57FBFC85B6AA,H1,48,48,FT,CONC,,,0,0,0,0,0,0,1.92912921193056e-08,0.000556282000047759
3943,9AEF6008-0E2A-42FD-BFC6-4417CBA5E656,0DFE2A10-34A0-401B-90DF-6EB20A5729D0,H1,46,46,FT,MATS,0,OTHER,0,0,0,0,0,0,1.7683305486571e-08,0.000532571999883658
3944,F2708CBD-786C-4246-A546-2A58F595B92E,039B278A-17B9-4F46-AA21-329CC7ED2D2C,09L/27R,8002,150,FT,ASPH,2,LIH,0,0,1,1,1,0,1.00464972092595e-05,0.049501377922731
3945,6C415F43-7285-4419-A2C9-B9BB22CCDC2E,039B278A-17B9-4F46-AA21-329CC7ED2D2C,09R/27L,4309,100,FT,ASPH,2,LIM,0,0,1,1,1,0,3.60584294867294e-06,0.0267562223215471
3946,4F7CF3A4-855A-4721-821A-02B99234D53A,039B278A-17B9-4F46-AA21-329CC7ED2D2C,12/30,6800,150,FT,ASPH,2,LIH,0,0,1,1,1,0,8.53686833579559e-06,0.0411614763983403
3947,F7DE0C90-7C47-4068-B2B4-E31D630B312F,0C75873F-C656-4B34-9E7A-9134DB1A6E0E,H1,36,36,FT,ASPH,3,,0,0,0,0,0,0,1.0838448361028e-08,0.000416947999951844
3948,75F46C2A-FF7C-4C8D-BE3F-B0968F6B8750,278B2030-0A74-4467-BC32-6115DB869103,H1,50,40,FT,WOOD,,,0,0,0,0,0,0,1.67278813023586e-08,0.000518324000040593
3949,31E4F718-2B88-4561-8689-37368F78ABC7,278B2030-0A74-4467-BC32-6115DB869103,H2,40,50,FT,WOOD,,,0,0,0,0,0,0,1.67274265550077e-08,0.000524095999935525
3950,1183F731-EC4D-40B2-ABF9-C3041B927715,E7C98DF4-E72C-4D90-A143-D6B00CDB20E5,H1,70,70,FT,CONC,,,0,0,0,0,0,0,4.23729034082498e-08,0.000825242000024184
3951,93995F97-C10F-4315-A414-8C7A03C67962,BE4FA593-67F4-4EBC-9A1E-48C772A4F6FC,12/30,5400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3952,E5CBFA4D-3C81-4E96-880D-162C658018BF,32E71330-B404-4C91-954C-AA38326D1492,09/27,2800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3953,815F67E8-E348-48B5-B2D5-AA1EF693DED9,7B78691F-1493-4AE7-BD8E-96810CD2C474,18/36,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3954,8AEE1607-0527-417B-8FBE-0449759FEE6F,5DE9C41C-0228-43AB-A21C-33CDA25EE6AC,H1,15,15,FT,CONC,0,,0,0,0,0,0,0,1.95586835616268e-09,0.000177328000063426
3955,1904730F-574E-41FD-9124-406762EAA12F,E0614353-286F-41C3-8C43-997468425167,H1,50,50,FT,CONC,0,OTHER,0,0,0,0,0,0,2.17382876144256e-08,0.000591198000051918
3956,B1562DB9-B279-438D-8782-26EDDA87D2B2,1386156A-5403-4004-B4E6-FA8EC746F3C3,14/32,1835,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3957,9D576042-92EF-4140-BAF1-D2EB83BEF02C,7E64CA04-EDD5-434E-B7D2-46C941E568E2,18/36,3701,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.42663281824207e-06,0.0208317883350867
3958,D48569F2-57C5-4442-913F-EA64A0F0C325,1CF9E3F9-2088-4FC8-8C0F-FBAFDAC4661D,H1,30,30,FT,CONC,,,0,0,0,0,0,0,7.86667442298494e-09,0.000355721999994785
3959,87BD7EC3-4B0C-427A-B80D-772546ED7FA9,057322D4-721F-402F-A57D-3F61BEA890C9,18/36,2895,227,FT,GRASS,,,0,0,0,0,0,0,5.7511686009093e-06,0.0173688548953134
3960,3EC8E047-CF9B-4201-B5C2-78060714AE31,B49AFA8F-5C02-4AF0-B797-BBA92278D149,09/27,3300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3961,01DDE665-052E-46AD-A80D-29E69DC7415B,A234F8B0-AB4A-434F-975A-D564C3E8C5F7,05/23,4500,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3962,DFDBEB39-1ECE-4E76-A618-8DF2044667E9,A234F8B0-AB4A-434F-975A-D564C3E8C5F7,09/27,4500,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3963,BBDB62E3-53A1-4F59-9025-1E57B5A5E6FD,A234F8B0-AB4A-434F-975A-D564C3E8C5F7,14/32,4500,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3964,260A6E3B-992A-400E-A6BA-1AAA9FB684E3,A234F8B0-AB4A-434F-975A-D564C3E8C5F7,18/36,4500,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3965,1201FB8B-CA35-46CF-9938-979E35B24A40,5E566542-6662-417D-92FF-530B7A1C9602,18/36,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3966,B9CCF81F-E828-4B32-805A-E0617DAC5591,DBF3DE3C-DBA2-44B7-A53C-F8417F94A4F7,H1,90,24,FT,ASPH,,OTHER,0,0,0,0,0,0,1.83867996383924e-08,0.000643640000021151
3967,E8CB8B3B-3E4C-4CC6-BD01-E4A7A76518EA,60075E81-5928-4FC3-A218-89C900786263,18/36,4000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3968,E564B2EB-5C0C-4A6D-AD25-B13C48D6F221,B9AE2DD9-754A-461A-A894-7F9B0AC89CD4,18/36,4400,100,FT,ASPH,2,LIL,0,0,1,0,0,0,3.68774544767803e-06,0.0248121275191578
3969,F3630E01-0FF7-44E1-A8B3-59B5E8A20255,AD9FE30B-8C74-4D0E-9071-641C1F126003,05/23,6600,150,FT,ASPH,2,LIM,0,0,1,1,0,0,8.30338262858277e-06,0.0391502643959023
3970,A4D976C2-FCF3-499E-9619-350E0819A756,AD9FE30B-8C74-4D0E-9071-641C1F126003,14/32,5000,100,FT,ASPH,2,LIM,0,0,1,1,0,0,4.19271191276493e-06,0.0296516749917904
3971,5D7BB72C-AAC4-4EF2-9A1B-2464D802F03A,AD9FE30B-8C74-4D0E-9071-641C1F126003,SW/NE,1850,100,FT,GRASS,2,,0,0,1,1,0,0,1.55182397065801e-06,0.0113119610235337
3972,1872E50E-1220-4BD7-A79E-6B37295BF172,9CD1EA1F-FFC5-472A-8080-DBE9E1EFA059,H1,48,48,FT,CONC,3,OTHER,0,0,0,0,0,0,1.93226696865167e-08,0.000556748000008156
3973,BBA68DF8-C023-4B08-94A9-62237EABDE8A,0834BC83-1FFC-416C-8134-0F7F2746D770,H1,40,40,FT,CONC,,,0,0,0,0,0,0,1.3413682609098e-08,0.000463865999904556
3974,4E793B79-BEBB-454A-BBEB-B1FF3BE2FC67,C5EA94A2-010C-4154-96F7-9FBEB3E600C9,18/36,2100,65,FT,GRASS,,,0,0,0,0,0,0,1.19074707072286e-06,0.0119631365470802
3975,02BD9CBC-9BE9-4943-BD9F-8DF46A3DCB97,72486916-7E46-40D4-ADAF-C6F258465F33,H1,20,20,FT,CONC,,,0,0,0,0,0,0,3.48836692865007e-09,0.000236852000057297
3976,58E6F22F-357A-4324-83AF-5A5AC0043CE8,284B7A36-A576-4E3B-A535-FDE6818FB07B,H1,60,60,FT,CONC,0,OTHER,0,0,0,0,0,0,3.07481968775392e-08,0.000702702000012323
3977,D7E976BA-9897-4883-9041-BCE2A3312324,B04342AF-A0A9-4723-AF56-D153D37565E4,05/23,4425,300,FT,ASPH,2,LIL,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3978,164D3924-A858-4CA6-BAF7-8F679424696E,9AF45861-0DF7-4910-93D5-9C27A26889C0,H1,60,60,FT,CONC,0,OTHER,0,0,0,0,0,0,3.07363734464161e-08,0.000702558000057252
3979,79B54800-7408-44CB-8AFC-0B22A05D1A4E,FC412459-3457-4F91-A530-379C73EC7D8B,H1,60,60,FT,CONC,3,OTHER,0,0,0,0,0,0,3.07845766656101e-08,0.000703140000041458
3980,33CC9CD1-378C-42A4-AB18-B08326AE745F,CF9A30A8-F25A-4335-851C-079B32BC0B72,H1,50,50,FT,CONC,2,OTHER,0,0,0,0,0,0,2.13572093343828e-08,0.000585642000032749
3981,41A6952C-4E6C-4D8A-A7BF-891CB04AFF20,409EB3BA-4A37-4B12-8576-51C6564BC05A,02/20,4000,100,FT,ASPH,2,,0,0,1,1,0,0,3.44282693731657e-06,0.0228849083720988
3982,083396E7-5E03-4670-949C-CE1F0103D68D,409EB3BA-4A37-4B12-8576-51C6564BC05A,07/25,5000,75,FT,ASPH,2,LIM,0,0,1,1,0,0,3.22778555528203e-06,0.0309082423923918
3983,2066742E-164B-40DF-A34A-BC66AEDE3E73,409EB3BA-4A37-4B12-8576-51C6564BC05A,11/29,4319,75,FT,ASPH,2,LIM,0,0,1,1,0,0,2.78822221844166e-06,0.0272016069366242
3984,368AA252-2D51-4638-AE5A-561099EC5C5E,333C3F15-48D6-4C8B-8565-4190881EA4C3,18/36,4360,60,FT,ASPH,0,LIL,0,0,1,0,0,0,2.24986933972104e-06,0.0243969946511345
3985,31B1FBE1-A2D7-4D96-820C-4E8EBEB30E67,24DE95F9-1F6A-4E69-94FF-E345E74F555B,18/36,1800,300,FT,ASPH,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3986,61C5F627-7917-4416-9E3E-CBD41D6E4FE8,6D91DA9D-30F7-4810-A034-0AB1E24AFF88,13/31,6300,75,FT,GRASS,,,0,0,0,0,0,0,3.99394525629759e-06,0.0372898662231268
3987,8F0A70ED-2947-4C3F-9CAE-355B00729D87,2E9C9197-97EE-41FF-92DF-A19C5A554312,07/25,3000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3988,C4FE208A-E8D3-4A01-AE10-76BCD8340655,FF691D65-DD89-4208-9D23-6002059608A8,01/19,5001,75,FT,ASPH,2,LIM,0,0,1,1,0,0,3.22012556353002e-06,0.0280159633735901
3989,1B1E296D-6F07-427A-B3CD-6278BFBE44EF,9635790E-E73C-44CA-9E95-1EA1708D739B,N/S,3900,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3990,022C6E80-B359-4E29-87C9-0C6D5ECC743A,2974CA57-A662-4B7D-A568-15A88AF1F878,13/31,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3991,3817A757-83E2-4032-AA85-09B0B4756A57,D3CB222F-89BA-4325-A5E6-7227D1520EFC,07/25,3999,100,FT,ASPH,2,LIM,0,0,1,0,1,0,3.48317189491354e-06,0.0253242047221077
3992,58350A15-7088-411D-8052-45CB7AA74FF9,D3CB222F-89BA-4325-A5E6-7227D1520EFC,11/29,3500,100,FT,ASPH,2,LIM,0,0,1,0,1,0,3.04824152408401e-06,0.0224208427334721
