OBJECTID,GLOBAL_ID,AIRPORT_ID,DESIGNATOR,LENGTH,WIDTH,DIM_UOM,COMP_CODE,LIGHTACTV,LIGHTINTNS,AK_LOW,AK_HIGH,US_LOW,US_HIGH,US_AREA,PACIFIC,Shape__Area,Shape__Length
3739,6D481326-06D9-487B-87BA-A2962A054D42,C94FC0C3-FD88-488A-B380-3181F915FFCF,04/22,3400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3740,75998FF6-3069-4555-A8A2-A281751574BD,C94FC0C3-FD88-488A-B380-3181F915FFCF,10/28,4600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3741,6A971DF6-ED07-425B-B117-A648F1577F6D,D3F14CD8-04A7-4E99-B301-DDA39A880F3F,09/27,4557,75,FT,ASPH,2,LIM,0,0,1,0,0,0,2.93485823021911e-06,0.0288707778197258
3742,92FE3E48-2962-4DE9-A05C-376D4510A0A2,D3F14CD8-04A7-4E99-B301-DDA39A880F3F,18/36,2666,100,FT,GRASS,2,,0,0,1,0,0,0,2.2909607650945e-06,0.0152909243326795
3743,9206B103-5D75-41A2-A810-BE83AB995C70,93C92BE3-0BA6-42D2-85E4-111C942868FE,09/27,1340,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3744,0436570C-257C-4663-90F7-C6BC6A56EF83,71D0953F-3F6E-4DA2-9127-9575C68D8368,H1,35,30,FT,CONC,,,0,0,0,0,0,0,9.02900865185075e-09,0.000380116000087583
3745,848FBFB4-2270-49F7-8704-4A142FD0271F,72415BE0-FBB9-4B52-8B75-DC5D5A2326DA,04/22,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3746,23B066B4-B673-4477-97E9-C03EFCAF983C,7B395380-8F31-49C7-A2DB-6D9DAD7FD311,18/36,2500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3747,2F64C0FF-031D-4F57-867D-8F3FE31274A9,7F9A58A8-E80D-4BDD-BAA7-306F7D104D50,18/36,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3748,8647CCC6-1F59-46B6-9FBD-AF7312EB619C,7AD6128D-5711-4BD8-B0CC-2D1DDDECF645,09/27,2643,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3749,C2639415-3DFA-481F-8CB1-360778F1CE41,31587893-45C5-4841-8FB8-7257EF7E1418,18/36,1534,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3750,0C1B2CCD-E783-4402-BED8-807665EDDE9B,453779E4-CA62-4B27-B661-4ACDA33E6CDC,H1,250,250,FT,GRASS,,,0,0,0,0,0,0,5.34644641447812e-07,0.00293031200005943
3751,2B9645B2-A65D-43EF-9066-76668464BBDD,96E25641-C08E-490D-BC6B-5E448BB08E0A,H1,50,50,FT,GRASS,,,0,0,0,0,0,0,2.09533936867956e-08,0.000579764000008254
3752,695DFBBE-CFFA-4134-8FA0-856261C5B2F4,E07E70EB-0BDF-476B-843E-F49FB31F549F,09/27,3000,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3753,DA8B05A2-1E31-4391-A1EE-823515FF6726,7005287A-7ADE-4969-A74E-C3795A8F93E3,07L/25R,10500,150,FT,CONC+ASPH,0,LIH,0,0,1,1,0,0,1.35711661641835e-05,0.0653054322461639
3754,144A246A-E108-4AD9-B825-0B56246D4B52,87C5B5E1-EDA3-4754-A781-705AF220DCC2,18/36,2200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3755,13A6BADA-A480-41EF-ACB0-620184BE5594,20D671E8-0FB6-45BE-A335-3A7D9AFC593B,09/27,3300,72,FT,GRASS,,,0,0,0,0,0,0,2.04653724722448e-06,0.0210683092337489
3756,9DCBB9EA-5817-4C17-814C-DC0C5A93453C,CAB60B64-6FC1-4C50-8AE4-AF7AFFF4E4DE,15/33,3200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3757,B9DCE1ED-1914-47F9-BD04-EB5DDA31F3AE,80491EAC-CCDB-47E2-9D07-3A15A11CB62F,09/27,5180,300,FT,GRASS,0,LIL,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3758,C97428E5-FB0B-434F-BC7E-3713CBE33928,B6C98D28-CFF0-461E-8F1D-E94148A31751,H1,53,53,FT,MATS,,,0,0,0,0,0,0,2.36143478105078e-08,0.0006155289999049
3759,47C80BC2-FD4C-4889-B18E-32B0E9867C25,06A9C84C-68FC-413C-871F-EE7A3982447C,H1,100,100,FT,GRASS,,,0,0,0,0,0,0,8.40641405375209e-08,0.00116134799998235
3760,75A4E2C2-261F-430A-8494-635797AE2976,67E50EA5-7233-4FF1-96AA-332202ECDF9F,14/32,5001,100,FT,ASPH,0,LIH,0,0,1,1,0,0,4.36119603364205e-06,0.0297673328973896
3761,98809C57-CA34-4BE5-BB82-7BAF927D43B5,DD5AF637-9D86-4E37-B4DF-172BDF541E24,H1,50,50,FT,CONC,0,OTHER,0,0,0,0,0,0,2.17971773963654e-08,0.000592054999973697
3762,50E35F96-1D88-4364-B694-382513569E5E,B187486D-D350-4D5F-BAA7-AA5630D989DF,H1,20,20,FT,CONC,0,,0,0,0,0,0,0,3.48791218129918e-09,0.000236839999956828
3763,3D7A9B2D-999D-4FD8-ACD4-7431955241DC,78E1459F-264B-4CAE-88D8-D0F1F387C640,09/27,2300,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3764,00C49183-FC47-47D4-AE95-A6121DFAB8B2,1BF06286-CC0A-4CFA-B6C3-538982872610,H1,45,45,FT,CONC,3,OTHER,0,0,0,0,0,0,1.72608451975975e-08,0.000526461999925232
3765,D62FF928-D5AD-44A2-87B7-433ECC5376D8,DF9F2FDE-BAD0-4B81-A035-D4C8E6A96C2A,05/23,5000,100,FT,ASPH,2,LIM,0,0,1,1,0,0,4.30409318141756e-06,0.0300686931988231
3766,4F7F51E3-4146-4972-A8D1-E52F583A3794,DF9F2FDE-BAD0-4B81-A035-D4C8E6A96C2A,10/28,4702,60,FT,ASPH,2,LIM,0,0,1,1,0,0,2.42823216467514e-06,0.0297631470920872
3767,E16231F1-6125-487F-BD16-9CEAF3A8F94D,CFD8401F-800B-4BD7-B5AD-E0595DDDD656,01/19,1500,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3768,BB35149B-3E3C-4180-9968-AE1FBFE67B03,CE276051-0D65-4F19-9CAB-9001C314C93E,H1,45,45,FT,MATS,2,OTHER,0,0,0,0,0,0,1.73561147676082e-08,0.000528000999910948
3769,9DCE28AD-B8DF-4B87-94B9-215DAB7EBFAE,B445B12E-87A8-4DBA-A2E9-FB0557B4CCF2,18/36,4200,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3770,53F799EE-FF6D-4AE9-BB79-4984614513F2,27A67F31-8C31-4E05-B6F2-983859D7CDDF,09/27,2650,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3771,52DDC240-26A2-41FA-B956-E5E251B0E4D2,E3029685-9F92-4C19-95FC-3999864972CA,02/20,2750,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3772,09B66A7C-F48D-4DB7-8C55-392184D491E5,5C305181-4962-4EAC-B6BE-C5FC9BF86C87,12/30,2040,120,FT,GRASS,,,0,0,0,0,0,0,2.84101793113223e-06,0.0174181225754572
3773,422C7617-6AEE-449B-9120-1C1FE0538DFD,7F9AED5D-DD80-4572-B411-44A7FB2D456C,03/21,4000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3774,9D573724-6155-4548-949F-378ABB76CF2F,86E27B40-A2D3-4930-8600-B186D976A954,H1,84,84,FT,CONC,0,LIM,0,0,0,0,0,0,5.91589923715219e-08,0.000974178999970153
3775,50ADF68F-4C74-4EE1-9E1F-F39E4B54EAE0,B4670AF0-EA13-47D0-9E06-8A9087159B91,13/31,4000,100,FT,ASPH,0,LIM,0,0,1,1,1,0,3.35579761667759e-06,0.0240622614229783
3776,9F60012A-6151-462D-BCE0-BDE9D5B21712,AECF0D51-99E1-4662-8826-597DAD4E8481,H1,500,500,FT,GRASS,,,0,0,0,0,0,0,2.12649092645734e-06,0.00584301400016535
3777,3BE95335-B381-490F-B389-BC5BD4507B7E,F10A63D2-754E-4FDF-ADA2-0848FF538202,18/36,2650,300,FT,ASPH,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3778,A6C92AB2-AC8F-4D57-B5B2-15C9BC42A1A2,F10A63D2-754E-4FDF-ADA2-0848FF538202,H1,40,40,FT,GRASS,,,0,0,0,0,0,0,1.3610133464681e-08,0.00046745200006626
3779,435CB2DD-9E8A-4E3D-B1C4-89B50821E8B0,33BC7558-D32D-476C-9E9C-A2E85AEBF55A,E/W,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3780,D9442E00-B558-43FF-9AEE-64B8616FBF19,18F50CDB-5BC0-48F4-A8A6-95EBB85F8779,18/36,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3781,BFC0199D-D7E0-4138-993A-FABB88337A27,001E4505-9AFB-4028-BA85-FF8BC4CB0FD5,H1,40,40,FT,CONC,0,OTHER,0,0,0,0,0,0,1.34627953229938e-08,0.000464770000121462
3782,584C675A-1275-45FA-9497-76CED60FD79A,0613B457-1FC5-421A-ADF3-83D082F30F0D,H1,60,60,FT,ASPH,3,OTHER,0,0,0,0,0,0,3.03139131574426e-08,0.000697424000122737
3783,084587F4-1317-4584-8672-3289F7158CE5,35AFFC1F-0453-4993-8788-B12007FB30C2,H1,360,140,FT,ASPH,,,0,0,0,0,0,0,4.24408199251047e-07,0.00283778200003275
3784,7CD70AC2-3766-468F-A9A4-2F2302C652F2,C6265278-04C9-40A4-87BE-E583CC791970,H1,40,40,FT,CONC,3,OTHER,0,0,0,0,0,0,1.34627953229938e-08,0.000464770000007775
3785,8F4A8880-6397-492B-BC73-F5C5ABB96721,E94D570F-F2F6-4B7C-9BA5-349060B63D52,H1,40,40,FT,ASPH,,,0,0,0,0,0,0,1.34750735014677e-08,0.000464996000005158
3786,E297FB3B-6269-499C-9FED-B87FE55F0946,AE31CBE9-C5D9-43C6-B86B-07282A4CBDD3,09/27,2658,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3787,5162744A-C6C3-43E7-85BE-56BE4475B015,EEFC2252-4AF0-45A7-AEE3-0C86812B377B,05/23,6406,150,FT,ASPH,2,LIM,0,0,1,1,0,0,8.08858771961241e-06,0.0383424629355699
3788,ABFEACE0-81FA-4C87-AABC-86645EC7325C,EEFC2252-4AF0-45A7-AEE3-0C86812B377B,13/31,4912,150,FT,ASPH,2,LIM,0,0,1,1,0,0,6.20032847109542e-06,0.02967776232888
3789,393E92AE-EFE1-4A41-88C3-30681B3609B4,F2C62075-D223-4F64-9E88-8BFE9D5B5F61,09/27,2000,300,FT,TURF+GRVL,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3790,D8675A9B-B1A9-4F19-AFEB-721376AAF0A7,0CCA24EC-3984-4730-9BDB-8CE43691414B,H1,50,50,FT,ASPH,3,OTHER,0,0,0,0,0,0,2.18014974961989e-08,0.000592116000007081
3791,1FC94BFF-1D87-40CB-ACE3-BAC01306F229,4AF1E6DC-9CCC-413D-9249-23A2AC011BBE,18/36,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3792,B7B1064C-0D53-4950-9F93-EBE20B3356EF,20AF39C8-8E55-4700-B65A-43B7205C3AF8,09/27,5280,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3793,8D95A7F2-A4A6-4B64-83C7-3250E6400E7A,8E3DE9E0-4371-4DAB-884A-B9525A31519B,08/26,2100,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3794,0ADD357C-5524-4C35-AEB7-174454868E50,8E3DE9E0-4371-4DAB-884A-B9525A31519B,13/31,4000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3795,8B713827-E054-4378-9CD3-EAE3359E0EF4,C31035B4-DBB0-4A47-9309-5C24B8C395D4,H1,60,60,FT,GRASS,,,0,0,0,0,0,0,3.06099536828697e-08,0.000701019999951313
3796,052D8E35-B785-4B5E-B93D-F4F1B5B22A81,7C7A2E5D-B79A-4DD8-AED8-94971D7DE082,15/33,3000,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3797,180EBF00-B7F5-4387-8838-4DF61B094DDC,A04D84F5-0385-4693-A784-EF551C2B8E3D,N/S,2800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3798,489F0CB8-428C-412A-8543-062AB1151038,D7D4C2C7-C3D9-49A4-9B9C-3BA15AA1C36E,13W/31W,17000,300,FT,WATER,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3799,66156C67-C7ED-4E5C-8A7B-28AAE4ADE06A,80ADF193-D065-4821-A105-3015E717526C,09/27,2400,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3800,D0E94D03-0BBC-47F1-AF9F-38551B90AB00,80C5095C-2C8B-41C9-A417-99214EE51558,18/36,2640,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3801,C8EA82C2-9EAC-47C4-8155-B215EF0DCEE3,E017BC45-38E2-4269-8FE5-59F30CE5189B,07/25,4158,100,FT,ASPH,2,LIM,0,0,1,1,0,0,3.60077160621586e-06,0.0260190813996937
3802,0584939D-118C-410D-ACAB-3B625C7C7D3B,E017BC45-38E2-4269-8FE5-59F30CE5189B,11/29,7504,150,FT,ASPH,2,LIH,0,0,1,1,0,0,9.74689100985415e-06,0.0478385257523691
3803,BCC3E016-49DB-4782-B044-0C887E702E9E,C979D1DC-5BE7-4190-A78C-890B6F7A4BE5,H1,60,60,FT,CONC,0,OTHER,0,0,0,0,0,0,3.11581516143633e-08,0.000707676999926054
3804,6A5D6256-8558-4358-9B08-9E10ED926481,5252A665-B762-46EB-B49C-538875EB118A,H1,30,30,FT,GRASS,,,0,0,0,0,0,0,7.79027686803602e-09,0.000353851999875587
3805,C01D9514-DFB1-40BA-8E9F-48D5380C934B,9AD4EB81-F2A7-4BA8-A844-035892416ED3,H1,25,25,FT,GRASS,,,0,0,0,0,0,0,5.4124029702507e-09,0.000294944000074793
3806,1E394C62-32DF-4A3F-9151-2198C53C338E,39CF62D6-9848-4837-B4C3-5F55FBF057E5,H1,72,72,FT,CONC,0,OTHER,0,0,0,0,0,0,4.48687842435902e-08,0.000849228999984713
3807,C0AD7364-AD24-4C39-8D63-8B6DD596D997,3365AE7B-062B-4982-994D-13677A83BCB7,09/27,1800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3808,C46EA452-6AEF-4665-BE4D-7E5E376A7837,10B45A00-AE0A-4BE5-9292-16A3D2B0AC42,H1,45,45,FT,MATS,3,OTHER,0,0,0,0,0,0,1.75309651240241e-08,0.000530827999909889
3809,60568FD9-8215-432D-A851-8E5606363022,95B340A5-C0FB-4F2A-9C16-D6FC2A0BA3CA,11/29,2120,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3810,AECF61CA-AE69-42B3-B1AD-94D00EBB5189,DE998E62-D73C-47CD-8279-3BBE44A9F583,18/36,3000,300,FT,GRASS,2,LIM,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3811,78947F55-2F6F-47E3-B8E6-3E5CFF5E494E,942336FC-6D80-490D-ACE2-0EE53D74A8B6,09/27,2390,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3812,96B8C758-BE23-44A2-8299-06EAD8CFF550,942336FC-6D80-490D-ACE2-0EE53D74A8B6,18/36,2140,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3813,F78C4C6F-C7BA-4F2E-B5B7-ABF855E19486,0B19A2CC-ECBB-423B-962A-AC15EF75F24F,16/34,2800,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3814,3644C303-9AA7-4955-B504-A57F173727B1,BC420575-14CB-4B71-AE67-20DAA36FA8BC,09/27,2190,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3815,D0716B92-9139-4096-B383-3F2650D81770,E7B084C3-2A83-42C6-B056-0B3880C34B38,09/27,2500,300,FT,GRASS,0,LIM,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3816,E143AC96-70FD-4529-A8C9-DA675EB7EDAC,BACF6880-859D-4247-987C-FE52677EF1C9,18/36,3150,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3817,BEA2E910-CC3F-4E63-8150-3B13A0590A96,ED2BC574-451D-40DC-988F-75134C14A435,04/22,2600,100,FT,GRASS,0,LIL,0,0,0,0,0,0,2.23615165850788e-06,0.0158211793521868
3818,B88D4E6C-35D3-4E00-B0B9-C4AB48D0A5DA,6BE557D0-78DB-484A-9A2E-3D0E58DF2A5C,06/24,2100,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3819,6185C57D-7324-4606-8FB4-7723C9929965,6BE557D0-78DB-484A-9A2E-3D0E58DF2A5C,16/34,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3820,FBBF3F92-7A11-4A7C-8E3E-621A80EE4A61,4F149A45-D783-40DC-B5E6-D6460C114946,H1,100,100,FT,GRASS,,,0,0,0,0,0,0,8.37067091197241e-08,0.00115874599998733
3821,2DF691AF-BA4A-4AD9-9F07-046D70448AA2,85B32CBE-C0FE-4A5F-95E7-F87F6EC9D2D6,H1,50,50,FT,CONC,,,0,0,0,0,0,0,2.091974238283e-08,0.000579274000074292
3822,4287C7CF-21D7-4BF0-85C3-39B8B773218E,6AC7B6BE-1F87-4E20-A16B-118974D8C6E8,09/27,4630,75,FT,ASPH,,,0,0,1,0,0,0,3.00768897432135e-06,0.0295804559392536
3823,224B0154-53CB-4678-A80C-3996B818845C,41476501-1C95-4B8B-A696-3C37FCAE527C,09/27,1793,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3824,CFEC0772-750A-481B-AAB8-94F88D273080,7D46912B-376B-480B-B2B3-EAE742FBEA0F,18/36,3600,125,FT,GRASS,2,LIH,0,0,0,0,0,0,3.93508753404603e-06,0.0205887517640376
3825,AF02756D-484C-4716-81E8-345B58DCDD23,3BE26083-E0E6-4871-9FC2-1E9366A8E47C,H1,35,35,FT,CONC,,,0,0,0,0,0,0,1.03514139482286e-08,0.000407583999958661
3826,4918AE65-5B2D-457C-83CF-7B5CFEB7864B,4644D312-D6CB-444C-B6C2-0A6A6062D4F9,01L/19R,3350,100,FT,ASPH,2,LIM,0,0,1,0,1,0,2.80606491287472e-06,0.0190427346381032
3827,BD6BAF4C-3D50-4704-BC2D-B1CE5E0935BF,4644D312-D6CB-444C-B6C2-0A6A6062D4F9,01R/19L,3260,100,FT,ASPH,2,,0,0,1,0,1,0,2.73073374046362e-06,0.0185479473640861
3828,0B0798C7-9582-4490-957F-B1E76E707C0E,4644D312-D6CB-444C-B6C2-0A6A6062D4F9,10L/28R,3241,100,FT,ASPH,2,,0,0,1,0,1,0,2.71470958068676e-06,0.0202849165124213
3829,3F2E3BE6-5532-4AD2-8915-9BD44CDF55A1,4644D312-D6CB-444C-B6C2-0A6A6062D4F9,10R/28L,3255,100,FT,ASPH,2,LIM,0,0,1,0,1,0,2.72606257567531e-06,0.020367416223743
3830,F6E4122B-56D3-49F2-9110-C7AA1249D4B8,59DDAD0E-943F-42E6-962E-DE60396BA3AD,H1,60,60,FT,CONC,3,OTHER,0,0,0,0,0,0,3.01574800687376e-08,0.000695532000122512
3831,94C9DB9F-2FD9-479A-9752-77406DEF85A4,05B401E7-8B85-4834-B41B-A3D2F8DD9E16,09/27,2550,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3832,707E7AE5-0685-447B-AF2C-060389B83D82,7DEAB3FF-2715-4AF8-A819-26754651A605,09U/27U,2500,300,FT,GRASS,0,,0,0,1,0,1,0,0.000275651333054373,0.668320573999949
3833,93F724A4-DB54-4A13-B8ED-CFE0A9F4FDE4,7DEAB3FF-2715-4AF8-A819-26754651A605,10/28,3000,75,FT,ASPH,0,LIM,0,0,1,0,1,0,1.87482191904564e-06,0.0185835429377166
3834,FAFB1275-D961-444E-A168-A140D6885748,7DEAB3FF-2715-4AF8-A819-26754651A605,18/36,3999,100,FT,ASPH,0,LIM,0,0,1,0,1,0,3.33527304974268e-06,0.0226098398853802
3835,6514606F-677F-436F-B886-FCD9125A852F,849CE6CE-0D50-4363-AE60-31EB2F462023,H1,114,86,FT,ASP+GRVL,0,OTHER,0,0,0,0,0,0,8.18226908450015e-08,0.00114904800000204
3836,CE367680-B986-4E71-AF60-5CAC51FF975C,CCDD9692-16ED-49AA-9F18-4CA936D60CF1,H1,25,25,FT,CONC,,,0,0,0,0,0,0,5.21117726748344e-09,0.000289090000023862
3837,80697579-EFDD-4ECE-AAE0-41F5CC62F75E,CE9699B8-0F1F-41FB-A02A-562A90487A7E,H1,25,25,FT,CONC,,,0,0,0,0,0,0,5.21163201483432e-09,0.000289100000031794
3838,E1CA722C-C0B3-405C-9873-5A1ED2351607,887B6B53-4294-4005-837A-5D8545F6044B,09/27,1320,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3839,484F8E75-542F-4F34-ACBF-5D9912A5E699,9435DAFE-36FC-4402-9CE9-ECE916756F19,08/26,2000,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3840,F52C2FCF-ABFB-4CF3-9F54-EA4E50D3ED79,02667329-3076-4462-8439-AEEE4D961467,09/27,2620,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3841,BF5EEC9D-C6E9-498A-B579-A4B47E5447E1,55362EE3-0FFE-4D38-AB0A-FDD0A0D445D5,18/36,2465,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3842,ECBDC0E6-D5EA-410D-92CE-BAE55D6B0AD1,BE85908E-C899-4FF4-8D2F-1664FB608FCF,09/27,5000,100,FT,ASPH,2,LIM,0,0,1,1,0,0,4.20350033891737e-06,0.0311062998656782
3843,0E329667-81B8-448C-AFD3-5A5B5867C289,BE85908E-C899-4FF4-8D2F-1664FB608FCF,18/36,4550,150,FT,ASPH,2,LIM,0,0,1,1,0,0,5.73724264540942e-06,0.0259547694531025
3844,0BEC0AB0-718C-4C58-BDD0-655D3612D7DE,151D1630-BBA3-4BDC-B955-683D8114E053,10/28,5596,50,FT,ASPH,,,0,0,1,1,0,0,2.35024594985589e-06,0.0344028455368594
3845,A7ADC77D-8B12-4483-8DAD-F7B30FE08D10,0812EDF1-7811-4654-A458-04426D80E786,14/32,4600,300,FT,ASPH,,,0,0,1,0,0,0,0.000275651333054373,0.668320573999949
3846,F4B25D97-0B11-43AB-BBED-AED62638EE99,47E26404-FBFA-4B02-9890-BB929C41E0EC,09R/27L,8003,200,FT,CONC+ASPH,2,LIH,0,0,1,1,1,0,1.39332323669805e-05,0.0517747174116756
3847,6020623F-CE0F-4657-830D-F0D06B3EC8D9,47E26404-FBFA-4B02-9890-BB929C41E0EC,18L/36R,12503,200,FT,CONC+ASPH,2,LIH,0,0,1,1,1,0,2.17683946175384e-05,0.0700251484974337
3848,02048CC1-7BBD-4D83-8EC4-A4A11024FDA1,47E26404-FBFA-4B02-9890-BB929C41E0EC,18R/36L,8002,200,FT,CONC+ASPH,2,,0,0,1,1,1,0,1.39303028845461e-05,0.0452647343133903
3849,229EA60E-336E-4194-ABAA-6E3F11FFD5E0,47E26404-FBFA-4B02-9890-BB929C41E0EC,H1,70,70,FT,CONC,2,,0,0,1,1,1,0,4.26548467657994e-08,0.00082817600002727
3850,7A93B952-69A6-4CBE-87AA-973C1234DA87,47E26404-FBFA-4B02-9890-BB929C41E0EC,H2,70,70,FT,CONC,2,,0,0,1,1,1,0,4.26539372710977e-08,0.000828167999998186
3851,EBA95816-C478-4823-8A9D-25FA7A879ECE,14F6902F-E9F8-49A1-883C-0C0927B8AFE4,H1,80,80,FT,CONC,,,0,0,0,0,0,0,5.57706698600668e-08,0.000947014999953807
3852,19DF37FC-E6A2-44D5-91EA-81F1EC508A3B,E718146E-E0F8-46E4-8621-06A7A1468A14,H1,30,20,FT,CONC,,,0,0,0,0,0,0,5.23459675605409e-09,0.000291892000063854
3853,DB85FDBE-7A7F-4D31-9994-90410C48FB39,53558341-CC78-41D5-A69E-497782966143,H1,96,87,FT,CONC,3,OTHER,0,0,0,0,0,0,7.27677615941502e-08,0.00107927599998826
3854,2333BC4F-DBF7-46E5-9B31-DECC4CF4AACB,0AAAC347-E1B1-4C82-8973-27920D299060,05/23,4004,100,FT,ASPH,2,LIM,0,0,1,0,1,0,3.48933303939702e-06,0.0243530927996905
3855,36D67D59-07FC-4C11-BF22-A9DFC3BEF01A,0AAAC347-E1B1-4C82-8973-27920D299060,14/32,4008,100,FT,ASPH,2,LIH,0,0,1,0,1,0,3.49332140103797e-06,0.024377916383547
3856,2EA66B0D-A94D-49EB-8F6F-B814D18F3124,273503E8-4BCC-4EFD-BD67-ACAE21E069AD,H1,60,60,FT,MATS,0,LIH,0,0,0,0,0,0,3.13602868118323e-08,0.00071013399997355
3857,93BC730B-4107-4C4C-A886-4D6B58A1FC67,30B1FE61-C9E8-4E5C-BAEB-C2B1034ABC2F,H1,50,50,FT,CONC,0,OTHER,0,0,0,0,0,0,2.17905835597776e-08,0.000591962000044077
3858,138AFDDC-2E55-43BB-A5BC-706DA063E9C2,43763C34-BEF4-4435-9641-C386861A6D4D,10/28,9003,200,FT,ASPH,2,LIH,0,0,1,1,1,0,1.56754965701111e-05,0.0581116507765017
3859,102CA1CC-D406-47C2-87E5-508C163B4222,43763C34-BEF4-4435-9641-C386861A6D4D,14/32,5978,200,FT,ASPH,2,LIH,0,0,1,1,1,0,1.04106995877373e-05,0.0366714895320414
3860,9762DEF5-89ED-4B58-B343-BB3BE6CDA32B,80C1913B-BB09-4FFF-9369-EC5B79CED29C,12/30,8001,300,FT,ASPH,3,LIM,0,0,1,1,1,0,0.000275651333054373,0.668320573999949
3861,25EC7991-5290-43F7-9C96-B8D910F84328,F2C52825-3209-4EB6-9995-676257A42916,H1,40,40,FT,CONC,3,OTHER,0,0,0,0,0,0,1.39352778205648e-08,0.000473373999966498
3862,7D8BDF3C-0CCF-41BD-ADF7-E3948740C12F,242A3E9E-B475-4F9E-95D5-617DE7DC0EAA,H1,50,50,FT,CONC,,,0,0,0,0,0,0,2.18283275899012e-08,0.000592517999962183
3863,84317079-BBC9-4D63-8C14-528A0708DF0A,06D666B0-72A8-471C-8C8F-86F2541B85CF,18/36,2600,300,FT,GRASS,,,0,0,0,0,0,0,0.000275651333054373,0.668320573999949
3864,24D943D6-6BEB-402E-8E53-83CED6303DD9,180D1200-559A-451B-A3C6-46EB97B64076,05/23,5046,100,FT,ASPH,2,LIM,0,0,1,1,0,0,4.37610469816718e-06,0.0304523327181085
3865,E209836A-F00D-4B43-9A75-C5293C16E68D,180D1200-559A-451B-A3C6-46EB97B64076,11/29,4899,75,FT,ASPH,2,LIH,0,0,1,1,0,0,3.18659431286505e-06,0.0310708470603593
